objective,p01rcy,p02rcy,p03rcy,p04rcy,totalspend,totaltrans,p05spend,p05trans,p06rcy,p07rcy,p08rcy,p11rcy,p12rcy,p13rcy,p15rcy,p16spend,p16rcy,p16tenure,p16trans,p17rcy,Spend,Noofproductspurchased,UserBuyFactor,Gender,unempml25,LogMstRcntPurchage,lgTransSpend,LonPar,Mostrecent1,Mostrecent2,Mostrecent3,Comp.1,Comp.2,Comp.3,Comp.4,Comp.5,Comp.6,Comp.7,Comp.8,Comp.9,Comp.10,Comp.11,Comp.12,Comp.13,Comp.14,Comp.15
1,1,0,1,1,24439,161,0,0,0,0,1,1,1,0,1,0.00172712,0.9350649,0.06603774,0.006,1,9,9,8.0995671,2,0,-0.104879631,5.022531131,0.1015504,3,12,1,-9.532321298,-3.410074418,-0.137186183,16.3505928,42.77585819,22.13692875,67.94614682,-504.5616213,-1705.58698,54.14610186,-49.1898419,-3.913546231,-6.304953848,-1.305737889,17.97624986
0,0,0,1,0,311,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0043859,3,1,-0.004395546,3.254886262,0.0454545,3,0,0,-80916.34734,7110.653716,-3696.732734,-7105.496287,2027.699402,-258.8406363,-123.7418338,-410.5155367,291.0936954,163.1633175,248.808468,242.0358698,6.937450905,-16.78834223,11.59805489
1,1,1,1,0,6969,112,0,0,0,1,1,0,0,0,1,0.00195313,0.9350649,0.0657277,0.009,1,8,8,7.0649351,1,1,-0.06713934,4.13072815,0.1047535,3,17,3,-77254.96278,12349.5568,-4660.126438,-7377.915389,690.4670397,-806.6226034,150.0371976,-300.2380144,-445.466365,-126.7023021,321.1144401,-23.5915606,3.023439829,-17.79117578,5.78706914
0,0,0,1,0,312,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0043668,1,1,-0.004376362,2.246495626,0.12,3,0,0,-115569.1417,19073.43456,-9695.379289,-9607.77014,8249.896144,657.5672909,-673.2661616,-478.1301914,-1385.173478,19.30754875,244.5793005,-39.0959991,-17.02045315,-14.27169752,4.324085887
1,0,0,1,0,475,17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,1.0869565,1,0,-0.090971754,3.33010146,0.0735294,3,15,0,-60791.69311,9033.310235,-1684.09629,-4782.437885,980.9278542,-472.1730325,260.473219,312.1847479,152.4688165,-466.9456413,589.8951637,-17.93649838,1.608255259,-40.6032742,13.92098717
0,1,0,1,0,10709,83,0,0,0,0,0,0,0,0,1,0.04270833,0.9391304,0.09433962,0.024,0,4,4,3.0608696,1,1,-0.062800938,4.859999181,0.1614035,1,3,15,-71899.04035,11443.4559,-4723.016203,-9179.501128,5304.128266,381.8258658,-1141.576366,-146.3228255,378.3046122,182.4524186,352.4654702,-66.97151525,-9.707200814,-12.8649927,3.370764806
1,0,0,1,0,2422,105,0,0,0,1,0,0,0,1,1,0,0,0,0,0,4,4,3.030303,3,0,-0.030771627,3.138388574,0.1055556,3,13,3,-69906.68632,4293.13317,-4879.465546,-5808.666976,1636.252311,413.7004051,240.2621687,-196.3899126,-1302.472773,-240.1193933,93.76587886,-51.19473416,-7.567412209,-34.32994964,-0.636614347
0,0,1,1,0,540,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1.017316,3,1,-0.017467675,3.113515309,0.1757078,3,2,0,-40231.54221,28121.1308,-6212.93725,-11060.73638,2124.941769,149.4122486,-1097.195268,-41.16424984,-253.3409029,-401.740631,459.7723395,-73.66151352,-3.232202799,-9.02489178,17.6611377
0,0,0,1,0,155,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0043668,3,1,-0.004376362,2.84620054,0.0727513,3,0,0,-91766.41133,14080.0054,-117.3973277,-9013.088281,2774.048982,-1934.459017,763.3383478,-278.8345935,-177.4440476,267.8179592,633.4538288,16.97604918,-12.81833283,-13.27554575,4.868972545
0,0,0,1,0,1476,95,0,0,0,0,1,1,0,0,1,0,0,0,0,0,4,4,3.0952381,3,1,-0.100083464,2.743214114,0.1218254,3,8,11,-77942.22697,1196.152502,-4534.240533,-1473.411854,-35.79990347,-1540.116333,1480.36618,21.55121646,-507.0038013,-134.5082111,461.7996914,-22.89770527,-8.411457596,-28.50670597,16.70067313
0,0,0,1,0,2189,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.004329,3,1,-0.004338397,3.630757087,0.1826146,3,0,0,-0.181482557,0.029410104,0.065031256,0.067054242,0.066212584,0.652872001,3.344384911,-12.81381537,3.21714063,-0.242385595,-0.488550494,1.440433731,-0.77596447,9.773350932,-6.87550835
1,0,0,1,0,1240,48,0,0,0,0,1,0,0,0,1,0,0,0,0,1,4,4,3.004329,1,0,-0.004338397,3.251665648,0,3,17,3,-89990.19154,14770.68154,-6330.84363,-9466.891693,5626.027917,130.984986,-906.4773773,-170.4347762,-756.1195778,-298.9766624,306.3231228,-33.06261014,-6.721542051,-21.62442896,5.814343146
0,0,0,1,0,3254,70,0,0,0,0,1,0,0,0,1,0,0,0,0,1,4,4,3.034632,1,1,-0.035245903,3.839145046,0.1221445,3,17,15,-43836.80034,32138.35693,-70785.31697,13680.05466,-14837.4552,4030.368559,3797.896638,-1133.44263,-378.8691285,1371.482707,-152.3264996,139.4620362,-13.94940914,-10.74220642,0.468392662
0,0,1,1,0,1007,102,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,4,3.025974,1,0,-0.026317282,2.289758079,0.0958333,3,17,3,-88558.80152,7200.990985,-10248.58127,-2274.764216,3223.927971,-4286.266162,424.3816139,-390.3995579,-2158.641668,35.42785827,304.7305989,-69.95748549,36.75968476,-26.01362211,3.142647304
1,1,0,1,0,2816,36,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,2.0869565,1,1,-0.090971754,4.359553779,0.1364819,1,3,15,-67088.98819,6749.680885,-2774.080457,-9571.321911,-62.03493377,-1731.510564,615.2512719,380.4507962,115.873766,12.31122477,509.7334964,-13.06722532,4.776155829,-26.65915961,8.560223119
0,0,1,1,0,5356,107,0,0,0,0,1,0,0,0,1,0,0,0,0,1,5,5,4.0995671,1,1,-0.104879631,3.913143872,0.222807,15,17,3,-56930.787,-279.6489374,-6235.102881,-10155.43349,-4359.018244,-1189.705596,1315.801591,233.6399879,-685.7548337,-440.2806659,576.3467186,32.21165096,6.136119726,-33.75180743,2.666933757
1,0,1,1,1,3081,57,0,0,0,0,1,1,1,1,1,0,0,0,0,1,9,9,8.0913044,1,1,-0.095745114,3.989958231,0.1426412,8,17,8,-73557.86197,7675.361211,-2505.805582,-10854.88882,505.7354442,-788.9646829,735.304269,-228.0454347,-1239.317356,220.8749944,445.86835,-101.0024235,-10.62015907,-9.057133631,2.803654122
1,1,0,1,1,3296,126,0,0,0,1,0,0,1,1,1,0.00162602,0.9350649,0.06603774,0.008,1,9,9,8.1125541,3,1,-0.119407717,3.264182984,0.096901,3,17,1,-71627.71595,8967.738559,-1842.274165,-11865.56631,-1728.013481,-1326.982077,860.0299885,14.65918254,-952.5748616,-252.6017872,573.3500038,-40.49418954,-1.785573648,-7.245617388,8.972128284
0,0,0,1,0,348,37,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,3,2.0873362,3,1,-0.091387703,2.241284567,0.079845,3,7,15,-125907.7224,12860.46202,-8607.460884,-1773.447645,6747.358629,1545.950309,-1440.617444,73.66991567,205.1391089,373.4122831,-817.2802398,-75.96474019,-9.678703497,-21.94700756,2.67973162
1,0,1,1,0,728,98,0,0,0,1,0,1,0,1,1,0,0,0,0,1,7,7,6.04329,1,0,-0.044254964,2.00533357,0.0326087,3,13,2,-43044.17583,29720.0962,-4737.444576,-5404.238209,1306.951629,-2233.797771,1398.552789,231.7604376,-869.1338949,140.523979,932.6349962,-51.54902822,-6.522528984,-46.60372314,5.85012816
1,0,1,1,1,1136,75,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5,5,4.1125541,1,1,-0.119407717,2.717780486,0.3161946,3,2,13,-54020.00117,37435.78135,1096.686723,-5677.427959,-6320.679644,559.8622796,-735.5245093,326.4715195,-136.3444544,-72.01552899,689.0185872,-61.72781994,5.698393193,-17.47412262,-4.567095532
0,0,0,1,0,2804,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.004329,3,1,-0.004338397,3.968510335,0.1231527,3,0,0,-52766.158,2377.107943,-3682.989817,-9879.529592,-558.8740975,-1301.109133,2123.319612,-7148.475756,491.6946169,-571.0696583,375.4503462,-147.2936802,-164.0095741,-25.80902957,-0.686751752
0,0,1,1,0,502,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1.008658,1,1,-0.008695698,3.653650762,0.2601352,2,3,0,-85709.66102,4626.409316,-4859.6706,-5406.194342,1377.078603,-1701.78809,829.8514743,-304.3981323,-141.5537468,-356.7443796,213.8118366,-154.2956115,6.876616325,-19.4910184,6.7352929
1,0,1,1,0,1355,85,0,0,0,1,0,0,1,1,1,0,0,0,0,1,7,7,6.0649351,1,1,-0.06713934,2.768905477,0.0402299,3,15,3,-77254.96278,12349.5568,-4660.126438,-7377.915389,690.4670397,-806.6226034,150.0371976,-300.2380144,-445.466365,-126.7023021,321.1144401,-23.5915606,3.023439829,-17.79117578,5.78706914
1,1,0,1,0,1872,114,0,0,0,0,0,0,1,1,1,0.08484849,0.9350649,0.09569378,0.018,1,8,8,7.0649351,1,1,-0.06713934,2.798564209,0.12,3,17,3,-42726.76122,29589.80128,-3990.321686,-3614.094913,-2673.85666,-1432.069206,1661.572892,547.0187105,-74.75569419,-363.0799837,317.1742237,-43.37603722,-2.612111572,-28.0054283,5.850184918
0,0,0,1,0,1410,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0043478,3,1,-0.004357279,4.16030253,0.0635081,3,0,0,-137733.4473,20196.65539,-6046.278315,-2616.531,-3840.672619,1547.430316,50.74017235,-895.443224,220.6948606,-692.767378,343.6526233,25.01693219,-33.31460799,-10.42858154,1.830524858
0,0,0,1,0,938,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.004329,2,0,-0.004338397,2.800698681,0.0363636,3,0,0,-107651.8372,16141.60649,12214.14276,-4240.056304,-4464.558647,-1956.406136,657.1521797,724.5002221,-3.119107782,767.9214946,23.81545835,-33.14165555,16.43481271,-6.386089797,-0.500886894
1,0,1,1,1,2311,84,0,0,0,0,0,0,0,0,1,0.01181102,0.9350649,0.06666667,0.012,1,6,6,5.0649351,1,0,-0.06713934,3.314618811,0.0483871,3,17,15,-71678.44752,2318.511232,-7519.271009,-10597.1031,-1071.806716,-2338.433117,2027.921744,-1741.066346,-375.5015865,-202.2232962,768.2028622,-47.94790872,38.18405361,-12.1211779,1.377365406
1,0,0,1,0,3760,35,0,0,0,0,0,0,0,1,1,0.01435407,0.9210526,0.09661835,0.029,0,4,4,3.0789474,1,1,-0.082238133,4.676826175,0.1803119,13,15,3,-109163.3554,12247.24917,-3672.228989,-5940.623861,2411.585769,582.0162472,1905.490513,-1867.627243,147.555769,-65.48959913,273.9326532,-119.7407021,52.77045739,-18.89812372,7.903801769
0,0,0,1,0,1064,85,0,0,0,0,1,0,0,0,1,0,0,0,0,1,4,4,3.030303,2,1,-0.030771627,2.527139413,0.0516151,15,8,3,0.002668745,0.001009483,0.001263773,0.002772741,-0.021619578,-0.01423524,0.022730039,-0.027809566,0.045226058,-0.018035122,-0.004166233,-0.113952162,0.058297494,-11.49036712,41.22157945
0,0,0,1,1,228,66,0,0,0,0,1,0,0,0,1,0,0,0,0,1,5,5,4.0606061,1,#NULL!,-0.062520399,1.239690887,0,3,17,3,-57099.87458,6374.087227,-4508.168815,-15484.58145,-691.2803766,-1036.642944,166.2018195,327.318083,9.726195512,-47.87809517,340.486205,-79.9691932,3.473383615,-45.45899318,-4.217595205
1,1,0,1,1,6836,311,0,0,0,0,1,1,1,0,1,0,0,0,0,1,8,8,7.056277,1,1,-0.057922588,3.090165132,0.2502444,3,17,3,-75484.01844,2634.990389,-8399.904596,-8987.57713,388.936597,-422.9241841,405.0439831,712.2572022,93.70562514,-554.1596857,456.6536608,-24.09468581,11.68942996,-18.01310925,5.805284911
1,0,0,1,1,1361,61,0,0,0,0,0,0,0,1,1,0,0,0,0,1,5,5,4.0173913,1,1,-0.017544305,3.105101138,0.1067119,3,17,4,-49195.72199,33993.11546,-7019.32507,-6044.917846,2629.137057,-2277.245615,-258.9041391,286.8951725,-99.12197766,-341.7536961,939.7342767,-38.88823793,-3.280825069,-10.71338965,-1.128824595
0,0,0,1,0,719,25,0.09782609,0.36,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0043668,1,0,-0.004376362,3.358985533,0.1320346,3,0,0,-74761.14933,9707.776143,-5724.811884,-8200.544907,2954.348053,-1988.743228,-184.4058076,-521.8532161,-1491.581476,-99.63352393,544.6429893,-52.23443042,-14.38306555,-25.77998003,-3.122778214
0,0,0,1,0,396,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.004329,3,0,-0.004338397,2.317852565,0.1476104,3,0,0,-97774.4616,17246.19513,415.7350464,-14132.05044,4896.929217,1669.355151,404.1523421,-1597.134009,-104.6005076,205.4546242,-46.41887331,46.20765706,21.7869914,-13.38292362,7.288194674
0,0,0,1,0,2673,33,0,0,0,0,1,0,0,0,1,0,0,0,0,1,4,4,3.026087,3,1,-0.026433302,4.394449155,0.0084746,8,17,8,-125071.2097,86731.87826,-5912.77904,-11068.75236,-7285.483599,-5353.572083,-7010.322495,-923.44014,-320.4589812,-1813.606652,119.0778062,5.337245555,-11.06196223,-7.074205715,4.877667529
1,0,1,1,0,294,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1.008658,1,1,-0.008695698,1.6405285,0,3,2,0,-72920.49356,7096.340768,-2361.269698,-8837.206568,-945.745244,-2402.052761,1392.959669,99.60079887,-1167.083019,35.25697838,401.2312338,42.56492452,3.042131249,-15.51774716,5.477400014
0,0,0,1,0,1497,59,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,1.0649351,3,1,-0.06713934,3.233680941,0.1284512,3,11,0,-83973.09434,2890.667367,-9321.210466,-7298.086969,-199.0594564,-533.1773957,-451.478673,503.6287241,165.4506737,-875.7179079,-29.50356992,-53.80277545,5.846726792,-18.80078045,22.54455867
1,0,0,1,0,162,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0045455,2,1,-0.004555862,2.689701062,0.0625,3,0,0,-35562.67313,24871.46429,-4862.411366,-9306.578949,-32.49448291,1225.260913,155.916761,351.1714012,-139.3149252,-505.185413,47.62436014,-36.07186992,6.131934826,-40.62926064,-1.047670524
1,0,0,1,1,1022,40,0,0,0,0,0,0,1,0,1,0,0,0,0,1,5,5,4.0822511,1,1,-0.085831455,3.240637317,0.273292,3,17,3,-39782.5849,27489.89942,1411.651268,-5811.881812,-2997.559424,-786.0627923,2791.33968,277.4344597,-1051.474606,-6.662371825,680.7152213,-53.78626413,-6.855156126,-20.72254402,-2.385202955
1,0,0,1,0,923,63,0,0,0,0,1,0,0,0,1,0,0,0,0,1,4,4,3.030303,1,1,-0.030771627,2.684494508,0.141196,3,15,0,-44205.29763,30882.98178,-9762.302292,-9123.345615,725.4870951,303.7002175,494.5861192,352.2874261,4.382227648,-157.8646496,339.2808533,-25.6523934,-3.30233358,-35.54882046,0.698294189
0,0,0,1,0,371,49,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,3,2.030303,1,1,-0.030771627,2.024381764,0.1818182,3,15,13,-77272.17487,12350.4046,-4654.949716,-7366.819148,710.8065928,-747.100221,443.7713312,-1512.338777,-718.8833081,-130.4537723,269.6395423,-137.3783139,21.69362785,-10.88738488,0.096650898
1,0,0,1,0,2645,40,0,0,0,1,0,0,0,1,1,0,0,0,0,0,4,4,3.030303,1,1,-0.030771627,4.19154689,0.12,3,13,7,-109873.2027,16789.15821,-8091.375934,-10311.51133,2728.786135,588.0849555,-1586.064012,-903.4976187,-517.0186066,322.9339851,436.67634,63.02457764,20.60147163,-18.08059447,0.169938107
0,0,0,1,0,784,47,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,1.0043478,3,0,-0.004357279,2.814261419,0.0251412,3,15,0,-8.046182512,-2.63279758,0.056489978,13.18835745,34.12726045,19.35161418,63.16485589,-435.7933289,-1341.963142,42.18062067,-40.44034461,-12.60560328,-7.108879161,13.5824981,-11.02285404
0,0,0,1,0,4093,83,0,0,0,0,0,0,0,0,1,0.00430416,0.9350649,0.09803922,0.024,1,4,4,3.0649351,3,0,-0.06713934,3.898192869,0.0384615,3,17,3,-52542.34592,4128.049311,-3558.299071,-9770.991244,-934.8193794,-850.3067407,-159.521461,264.2765186,33.94718056,-437.4807666,358.6930915,-21.18962689,5.289508915,-38.3636083,0.956554148
0,0,0,1,0,49,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0043668,3,1,-0.004376362,1.326870941,0.2931035,3,0,0,-108566.1563,16617.59286,4457.13346,-14303.49291,-4270.678101,-2767.484746,1109.414454,-123.7455905,-453.0555844,-580.7773583,352.8367352,49.11423903,-3.545172784,-10.19661556,4.847295951
0,0,0,1,0,144,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,1.0660793,3,0,-0.068363748,1.974081026,0.1269841,3,15,0,-79133.67928,11219.74865,-4967.473484,-12673.58017,1278.436827,-1044.886997,692.367658,235.9553556,-506.74491,-43.8462469,815.9178512,-95.28326001,39.49919736,-1.227372438,7.65714636
1,0,0,1,0,6508,46,0,0,0,0,1,0,0,0,1,0.0220299,0.9350649,0.0990099,0.043,1,5,5,4.0822511,1,1,-0.085831455,4.952146072,0.1186275,15,17,3,-105102.3761,2270.258769,-272.7016553,-7291.773049,-3655.693925,-3025.762837,1633.61289,289.7729383,-565.1103978,-628.697103,-346.378155,-60.95005346,96.20002145,-10.82389063,17.39178433
0,0,0,1,0,358,30,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,3,2.012987,1,1,-0.013072068,2.479335605,0.0534965,3,17,15,-92503.22408,6245.657065,-9224.354459,-6011.806581,2642.852286,-1310.288603,-118.747731,-908.97708,-363.568047,-318.0415186,423.7703345,-67.79601114,-24.76737641,-16.3728281,-0.093050726
0,0,0,1,0,1414,63,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,1.0826087,3,0,-0.08622118,3.11104312,0.0833333,3,15,0,-148109.0545,20013.8301,-3006.956571,-483.5488648,-379.7682033,448.7275277,589.2635521,-542.534426,345.1338971,-333.2025282,553.2956276,89.77436185,-23.69050414,-12.69985914,6.309995271
1,0,0,1,0,6731,25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,1.0305677,1,0,-0.031044637,5.595603175,0.0535038,3,15,0,-97918.76248,13332.47672,-9061.096382,-5818.321721,4897.509478,-2021.113634,1071.252087,-164.5414194,-105.9436473,395.1556576,518.9757331,20.01891361,17.54325758,-10.37622282,2.374216469
0,0,0,1,0,744,64,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,1.004329,1,0,-0.004338397,2.453157951,0.0704225,3,8,0,-53198.82368,36714.04456,-2421.467107,-7058.567017,361.3962306,-702.3354977,179.1458517,495.0032404,25.46823329,525.964535,-154.0027881,-64.09864719,1.050444061,-11.80280663,16.59548163
0,0,0,1,0,966,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0044053,3,1,-0.004415032,3.540959324,0.1388889,3,0,0,-14.8614579,0.758434912,4.719973095,8.91290342,17.33592782,51.36367236,252.634349,-1041.401883,-242.6224425,-2.725485766,-41.17313585,58.10362279,-26.23440826,22.93551752,-16.62931307
1,1,0,1,0,5089,76,0,0,0,0,1,0,0,0,1,0,0,0,0,1,5,5,4.0692641,1,0,-0.071779715,4.204103286,0,3,0,15,-143256.0594,15215.91049,-13882.7714,-1487.922342,1864.610715,112.9497788,-1804.256238,-893.9773786,383.5047156,-489.263174,169.3146278,108.7050092,-25.07950454,-31.23563342,4.104082918
1,0,0,1,0,6688,127,0,0,0,0,1,1,0,0,1,0.00449102,0.9090909,0.1036269,0.008,1,6,6,5.0909091,1,1,-0.09531019,3.963883068,0.0526681,3,15,8,-110125.2816,17705.51408,-8028.183244,-4930.440307,5074.680441,283.0313158,1220.134305,-1572.911155,214.3674556,64.05294282,490.7048531,-13.16817349,133.5538929,-9.995617481,5.451163156
1,0,0,1,0,3798,57,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,3,2.012987,1,0,-0.013072068,4.199178624,0.0235327,3,17,15,-62535.60884,5412.481465,-5071.024412,-7573.226805,1392.040952,-1118.43904,319.4990975,89.70087744,211.3121849,-269.3176928,510.5667719,38.03856589,-1.265613194,-14.91290759,-0.094128167
0,0,1,1,0,1711,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1.017316,3,0,-0.017467675,2.58502087,0.1031915,3,2,0,-74743.26522,8625.268423,-11573.93961,-8473.074291,-1439.747959,-1829.676962,1510.453209,-2799.452709,-1286.295817,-437.8500617,595.7506558,-78.16059418,-31.16419997,-11.36159791,8.448125114
1,1,0,1,0,867,40,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,2.1038961,1,1,-0.109698913,3.076159523,0.127451,3,0,8,-69401.3129,2183.182414,-1266.78606,-16909.35473,-2391.075023,-2869.919222,217.7376286,-161.4290948,-763.890338,-54.23805029,361.2001394,40.19358693,37.70861145,-24.35031058,5.196822136
0,0,0,1,0,3475,117,0,0,0,0,0,0,0,0,1,0.02065405,0.9350649,0.09803922,0.017,1,4,4,3.0649351,1,1,-0.06713934,3.391175823,0.1198436,3,17,3,-0.29883042,0.047065219,0.121083148,0.095186015,0.097615732,1.086890993,5.67418462,-21.7173057,5.486225026,-0.418383935,-0.643949716,5.550571945,-0.71574032,-2.474242979,31.17007176
1,0,0,1,0,1125,55,0,0,0,1,0,1,0,1,1,0,0,0,0,1,6,6,5.1082251,2,1,-0.114541533,3.018205129,0.125,15,17,13,-172475.7679,-45335.72747,-5177.677719,-2497.880649,-33226.93168,-1334.766539,-3470.016678,-740.9141909,-584.3903289,1326.237829,-10.95877405,-119.6266629,25.8691301,-26.42754054,8.005672344
0,0,0,1,0,1330,48,0,0,0,0,1,0,0,0,1,0,0,0,0,1,4,4,3.017316,1,1,-0.017467675,3.32173321,0.0976191,3,17,3,-110660.0678,16093.82967,-10603.92921,-9063.457076,6865.338817,-887.0532365,-1068.645918,-405.6139132,-1492.227265,302.236416,46.49511972,-27.9022692,-10.89250766,-17.43813897,9.133226505
0,0,0,1,1,847,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1.030303,1,1,-0.030771627,2.647356132,0.0493902,3,4,0,-52926.57508,36266.76979,-11135.66473,1439.402025,2870.900794,-874.6183413,-1512.441605,-68.86334421,-480.3863319,-547.4689672,92.73303695,33.66136501,-6.2999758,-11.24183594,1.995039321
0,0,0,1,0,3373,167,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,1.008658,3,0,-0.008695698,3.005564023,0,15,3,0,-43296.92212,30582.04113,-14268.76459,-8718.409182,-1812.582736,-1539.468876,-331.8211826,-19.4373208,-445.7539594,769.7456631,900.2528506,-4.180317005,-3.661136946,-30.94416946,40.96077613
0,0,0,1,0,754,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0043478,3,1,-0.004357279,2.040424889,0.1226191,3,0,0,-97639.24061,10854.1779,-5467.957234,-6940.495681,1610.121995,-403.9066036,1209.877538,-899.4593346,9.06504736,-278.1369868,648.597246,-58.26995328,70.46342897,-8.97537077,1.683679583
1,0,1,1,0,1964,79,0,0,0,0,0,0,0,0,1,0.00569801,0.9090909,0.09852216,0.013,0,4,4,3.0909091,1,0,-0.09531019,3.213290636,0.065516,3,15,2,-115240.9754,12737.73835,-4131.163479,-8114.312544,2910.873529,2473.265984,496.3580391,-895.0235989,-791.3129957,-473.0647832,160.1586006,-112.6184206,-36.88364112,-20.36806174,2.546886702
1,0,0,1,0,776,82,0,0,0,0,1,0,0,1,1,0,0,0,0,0,4,4,3.047619,1,0,-0.048790114,2.247433273,0.0384615,3,13,8,-69629.58637,10468.5476,-4142.916759,-6572.912435,4568.161049,137.2087855,-683.5933963,99.24665184,321.1617762,-37.50362964,228.1636224,-40.3445187,-3.916568799,-19.66540853,10.31332402
0,0,0,1,0,1363,104,0,0,0,1,0,0,0,0,1,0,0,0,0,1,4,4,3.034632,3,1,-0.035245903,2.573052533,0.1316106,3,15,0,-111064.9921,12692.01869,-3508.192387,-5423.092235,127.9351969,1287.002901,2156.252817,-606.1124769,-586.2881453,-326.4500581,456.603207,-144.400958,-15.28963388,-14.6065649,7.85810701
1,0,1,1,0,553,29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,2.1038961,2,0,-0.109698913,2.948062172,0.0883932,3,2,8,-95185.58115,5898.036502,-10630.60473,-5060.151002,3420.330157,-1069.421622,782.4266179,-1171.022318,-1049.261244,-240.6423214,303.5523578,-32.06813074,55.29054351,-13.25858745,6.65787841
1,0,1,1,0,11335,117,0,0,0,0,1,0,1,0,1,0.01673174,0.9090909,0.1020408,0.009,1,7,7,6.0909091,1,1,-0.09531019,4.573476628,0.0822785,3,17,15,-34610.28441,24311.21422,-3576.764815,-9490.458823,-751.8941861,-3223.484132,610.4889214,241.7473203,-94.70804781,-422.0704026,685.4442193,-44.90213963,-2.867934187,-3.954921307,37.94583842
0,0,0,1,0,583,23,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,1.0217391,1,1,-0.021978876,3.23269297,0.2426471,3,15,0,-108316.2128,11022.49732,-4022.579945,-6658.34532,3227.462017,-526.2094527,567.5494234,-379.8947198,-816.4250561,64.37237976,552.8687186,-74.10853171,-19.60696134,-8.630180336,2.399064387
1,1,0,1,0,3917,146,0,0,0,0,0,1,0,1,1,0,0,0,0,0,5,5,4.025974,1,0,-0.026317282,3.289474712,0.0931327,3,13,1,-80303.93048,9390.082,-3718.59557,-3456.279527,2665.641663,-1420.595548,169.4571428,-208.7099153,431.7307755,-93.86185899,432.2324659,-73.13957789,-19.25609874,-21.08658182,0.275895885
0,0,0,1,0,434,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.004329,1,1,-0.004338397,1.498333556,0.0941676,3,0,0,-118902.7789,15847.55232,-3477.029072,-12513.13704,4288.984324,1168.773471,687.1415746,-2283.77225,620.204545,-125.1368635,138.5682613,88.17820895,-31.84319286,-25.63180483,8.746979134
0,0,0,1,0,1334,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0173913,1,1,-0.017544305,4.200204953,0.0405479,3,0,0,-0.065996073,0.015267655,0.020823693,0.029905044,-0.005997455,0.217922709,1.165311908,-4.331146962,1.116495607,-0.083159595,-0.252381247,0.715514022,-0.691331408,2.311877111,24.57842943
0,0,0,1,0,491,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0043478,3,1,-0.004357279,3.060949912,0.0833334,3,0,0,-65308.02464,10317.55121,-3269.28765,-5452.799539,-193.4533762,-2283.049673,33.95573282,319.051677,-1115.632513,-218.2873411,111.0289947,-38.70846207,7.383733393,-8.974338499,8.245952258
1,0,0,1,0,887,75,0,0,0,1,0,0,0,0,1,0,0,0,0,1,4,4,3.012987,1,1,-0.013072068,2.470356869,0.046875,3,17,15,-115866.7355,10471.86924,-6501.777247,-6097.258995,2561.206407,-775.1897248,1397.479055,-138.7567461,-806.262341,99.59362585,245.9086795,-81.81168527,-18.58286861,-15.30487482,3.759277762
