objective,p01rcy,p02rcy,p03rcy,p04rcy,totalspend,totaltrans,p05spend,p05trans,p06rcy,p07rcy,p08rcy,p11rcy,p12rcy,p13rcy,p15rcy,p16spend,p16rcy,p16tenure,p16trans,p17rcy,Spend,Noofproductspurchased,UserBuyFactor,Gender,unempml25,LogMstRcntPurchage,lgTransSpend,LonPar,Mostrecent1,Mostrecent2,Mostrecent3,Comp.1,Comp.2,Comp.3,Comp.4,Comp.5,Comp.6,Comp.7,Comp.8,Comp.9,Comp.10,Comp.11,Comp.12,Comp.13,Comp.14,Comp.15
0,0,0,1,0,2245,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0043478,3,0,-0.004357279,3.955260684,0.0784615,3,0,0,-72287.5171,49878.86728,-5032.212109,1017.799344,-7456.922734,-2765.24502,-856.7178156,75.15814356,-286.122614,-1689.54422,651.1471618,78.33464917,-1.432933666,-9.253521357,1.731148331
1,0,0,1,0,474,53,0,0,0,1,0,0,0,0,1,0,0,0,0,1,4,4,3.012987,2,0,-0.013072068,2.190915408,0.1086957,3,7,15,-138125.5336,13032.22445,-16750.72616,4215.395004,343.8301116,900.4429127,1738.839096,-340.3009101,203.2291085,-660.7616578,505.3827422,-53.432004,7.343230694,-22.84633,12.26045795
1,0,0,1,0,287,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0044053,3,1,-0.004415032,2.663749942,0.0860605,3,0,0,-88080.75689,1453.637256,-9487.790073,-6281.104907,-4401.718192,-1618.370818,849.621104,-184.4057088,-332.1513324,-149.1460618,441.7795684,44.63166266,-7.506752839,-13.84884446,-7.90095377
0,0,0,1,0,715,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.004329,3,0,-0.004338397,3.075774981,0.0970238,3,0,0,-54386.71331,501.1067604,-4522.327318,-8954.542434,-550.8426784,-631.6670677,323.8252384,106.1947861,-896.6973574,-226.5941978,518.0974158,-17.93718024,4.236615896,-19.79174812,12.70588249
1,0,1,1,0,1335,39,0,0,1,0,1,0,0,0,1,0,0,0,0,1,6,6,5.030303,2,1,-0.030771627,3.533124925,0.109844,3,6,15,-72543.29846,1793.196129,-4521.287077,-7584.439818,-1057.209769,-2300.467466,1330.544633,371.9222483,-566.4548522,-3.769026561,376.0005397,7.746696251,5.634644033,-11.67373956,12.5900455
1,0,0,0,0,339,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0.004878,3,1,-0.004889936,5.826000107,0.1239071,12,0,0,-60867.29532,5297.013084,-1559.536309,-6887.085273,301.5678967,-451.1826197,425.7569741,211.3725757,-27.16244711,-202.7997294,343.639897,36.42657949,4.197853669,-26.93920419,13.00981398
0,0,0,0,0,384,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,4.564348191,0.1293886,0,0,0,-50975.42794,1977.017085,-4803.318015,-5032.903521,811.7840811,-191.8017733,-67.04229096,-395.8533857,61.32373145,-216.7143016,235.0691969,-105.1169617,-9.221229575,-41.05050092,18.55350229
1,0,0,0,0,590,35,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,1.017316,1,1,-0.017467675,2.824774475,0.1982241,15,17,0,-99970.3718,608.5142904,-1245.983461,-11530.8657,-2930.794644,906.8465013,1208.025157,44.23920672,-354.2439237,-108.0291512,285.7544923,321.3741765,17.98331922,-28.46623425,15.57901715
0,0,0,0,0,4693,10,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,2,1.0217391,3,1,-0.021978876,6.151242223,0.1339286,6,15,0,-38756.22638,29906.49017,-52871.06867,-25631.3745,-6254.767504,754.2903284,-817.6578957,-208.1266589,-189.5286944,-560.2539961,-1383.221132,-8.967021679,-19.2588473,10.5597654,0.501284544
0,0,0,0,0,142,17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0.0043668,3,0,-0.004376362,2.122613714,0,15,0,0,-28565.0277,19360.26405,-632.9736562,9072.688589,-5266.30458,867.0156658,-3761.911211,-824.8777015,55.05057713,932.5370245,337.1237123,17.46654655,101.2025668,-19.01752113,34.96467638
1,0,0,1,0,104,7,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,3,2.021645,2,1,-0.021882689,2.69848075,0.2583334,15,17,3,-139860.868,16542.04226,-5688.989957,-1835.268103,7079.833665,-1227.501638,138.1380325,-46.22101889,-305.6068697,715.6822664,418.79166,-27.2968981,-13.2048522,-19.35852901,2.717973364
0,0,1,1,0,168,21,0,0,0,0,1,0,0,0,1,0,0,0,0,1,6,6,5.025974,1,0,-0.026317282,2.079441542,0.0466667,15,17,9,-28565.0277,19360.26405,-632.9736562,9072.688589,-5266.30458,867.0156658,-3761.911211,-824.8777015,55.05057713,932.5370245,337.1237123,17.46654655,101.2025668,-19.01752113,34.96467638
1,0,0,1,0,268,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.004329,2,1,-0.004338397,2.189789599,0.2583334,3,0,0,-76656.6933,9187.898937,-5743.45177,-2872.798256,2672.618026,-530.9726706,560.2225895,-243.4148849,-1502.436726,41.68104276,396.9084304,-80.95212207,-13.33682679,-26.63313055,3.762354832
0,0,0,0,0,58,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,1.0043859,1,1,-0.004395546,2.961830722,0.0608108,15,17,0,-43248.60648,30030.66318,2060.202578,-12574.79358,881.55657,-1178.039282,1010.847226,144.4387859,-1121.48324,316.8121485,370.5002712,-5.957280325,15.42637849,-27.56032549,-5.025311031
1,1,0,0,0,1156,71,0,0,0,1,0,0,1,0,1,0,0,0,0,1,5,5,4.0692641,1,1,-0.071779715,2.790041172,0.3910819,15,17,12,-101422.9549,2862.585772,-3359.361068,-8189.626218,876.9724918,-527.9228392,181.2944312,-3487.207049,-115.4795282,-793.6686356,159.3650414,-72.40296717,-95.06354585,-10.78383236,10.46050618
0,0,0,0,0,509,15,0,0,1,0,0,0,0,0,1,0,0,0,0,1,3,3,2.0695652,3,0,-0.072103275,3.524397815,0.0478604,15,17,6,-31143.48626,21586.55382,-4223.593964,-2125.09727,-2128.42917,-507.9647687,1244.70128,629.173148,-243.3761688,-475.0851786,-185.930367,-9.86534702,4.931627234,-49.20322247,24.64843278
0,0,0,0,0,80,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2.995732274,0.1116601,0,0,0,-44762.3128,31187.55699,-8208.719595,-6500.661756,-1231.372455,-1049.9749,1214.800114,463.7881253,-390.6947075,-504.9783353,783.6546538,-56.44545467,-1.02585412,-15.66287289,24.52384101
1,0,0,1,0,1036,40,0,0,1,0,0,0,0,0,1,0,0,0,0,1,4,4,3.0735931,1,1,-0.076441724,3.254242969,0.0172414,15,17,3,-67218.40382,7398.714394,-611.801237,-15095.90383,-517.1381929,1525.816324,150.286369,72.35063203,-1230.718148,-118.2769539,286.0069781,-1.059890466,8.54951464,-30.42226741,8.100559985
0,0,0,1,0,226,31,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,1.0086957,3,1,-0.008733728,1.986547795,0.2388785,15,3,0,-116939.0969,19961.30073,355.9600482,-1204.517555,-10466.91375,1762.026197,-1426.699249,835.7735763,-203.7123294,-452.639549,714.4642795,-77.7760455,30.98945351,-13.79962799,7.09625398
0,0,1,0,0,1785,79,0,0,0,1,0,0,0,0,1,0,0,0,0,1,4,4,3.021645,2,0,-0.021882689,3.117725842,0.0661202,2,17,15,-103564.5345,20991.86896,2292.63603,-12688.32846,4973.40213,2897.594266,93.17098256,-36.19270655,-1725.550827,-463.4564158,370.0678444,27.77023829,3.602397505,-20.37431584,5.633121641
0,0,0,0,0,143,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4.96284463,0.1275676,0,0,0,-63781.22194,1441.147774,-6980.119724,-3852.954846,431.5321574,-519.203261,63.51962969,-100.9823219,-1184.025726,-395.2960335,90.21455421,12.1806638,20.65586637,-42.25798138,1.125665982
0,0,0,1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0044643,3,1,-0.004474295,1.945910149,0.1282828,3,0,0,-1.805293234,0.029863106,0.47293149,1.372441788,2.624011612,6.048442838,29.15543576,-123.8137807,-53.21400637,0.507797036,-6.050574006,-20.27279525,-4.110736008,13.1476435,-9.361504213
0,0,1,1,0,106,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1.017316,3,0,-0.017467675,1.667706821,0,3,2,0,-86361.80472,7272.362439,-9583.145973,-9317.122233,1746.195034,-975.8645556,435.4433629,-298.891254,-688.6074608,-312.3733729,545.3387864,-5.94460189,-12.8297761,-18.65903679,10.53590944
0,0,0,1,0,308,28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,1.021645,3,1,-0.021882689,2.397895273,0.1354776,3,15,0,-61156.97519,8581.008244,-6455.209967,-5341.121861,3042.495651,29.41926659,-30.08238466,-1182.665415,404.034793,-399.1670191,90.20185117,-25.5701861,-7.175542953,-7.050039324,4.220461438
0,0,0,0,0,1575,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5.752572639,0.0597604,0,0,0,-131629.2083,25951.51315,7176.643518,-11413.02724,2533.388049,-6537.280365,410.5963598,-371.8516317,-138.0507276,-616.5228748,-323.189857,72.25099714,-14.45887019,-19.26151759,8.069234018
0,0,0,0,0,203,29,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,1.0173913,2,0,-0.017544305,1.945910149,0.1138287,15,17,0,-85759.78815,8712.472993,-3742.083983,-6416.233807,1623.665747,-367.3226799,682.2966863,-159.5366727,-565.6374923,-489.8386834,559.7674041,-90.83364634,-15.40281012,-23.98530943,4.770677556
0,0,0,1,1,195,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1.0131004,1,1,-0.013186967,2.875104286,0.1463512,4,3,0,-42552.57294,29269.2219,-3131.934586,-3027.581794,1071.227751,-1905.15859,-688.6469586,-555.3079317,-3.079172193,-603.938678,371.9526934,-97.56337493,47.71863864,-23.59974537,-5.011396875
1,0,0,0,0,334,24,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,1.0130435,3,1,-0.013129313,2.633087163,0.0958333,15,17,0,-81084.46028,10909.64152,-5011.294564,-14997.45556,3297.652692,920.4575587,-81.00184701,-767.7851291,-2870.832229,-124.085333,233.4697069,-55.92613109,-13.25279354,-14.70416519,1.242337764
0,0,0,0,0,224,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5.411646052,0.0699448,0,0,0,-99880.51171,13205.15507,-11621.20169,-7185.022209,3224.212261,1322.659234,33.90306337,1107.454683,150.7711648,-609.6664743,-205.4292015,-23.02638669,17.24364911,-8.53464595,4.448693753
1,0,0,0,0,727,20,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,1.0043668,2,0,-0.004376362,3.593194204,0.0151515,15,17,0,-62225.15939,11287.72517,-5716.347841,-12432.68786,2180.216746,-3185.430558,772.937848,-4692.722279,87.42568203,-354.9264223,152.3616699,155.1351299,-9.287412241,-16.89774893,-0.197617005
1,1,0,0,0,4939,33,0,0,1,1,0,0,0,0,1,0,0,0,0,1,5,5,4.0652174,3,0,-0.06744129,5.008410599,0.1577196,1,6,15,-95940.61612,18355.66037,-1214.689252,-11362.03375,-1132.616873,-2563.288906,875.7263086,-44.93184912,-676.4271144,-422.0813545,1087.626454,-190.7583204,-16.59885552,2.512598051,4.462269555
0,0,0,0,0,49,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0.0043668,3,0,-0.004376362,3.891820298,0.0918311,15,0,0,-15.64815786,-1.960783138,2.736869368,16.87210936,40.75311744,46.39638075,199.2067358,-980.9033123,-1357.428119,36.83482504,-59.18857899,47.84986019,14.91605783,16.87942845,-13.8872266
1,0,0,1,0,10100,157,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,3,2.012987,1,0,-0.013072068,4.164044897,0,3,15,0,-83841.55638,8088.657911,-2156.225638,-6049.755142,3586.242613,-1241.691657,474.7543039,194.4632415,215.8370045,213.7128636,616.1593697,-1.446400183,-0.24005709,-22.47088501,8.427586694
0,1,0,1,0,7250,74,0.007326007,0.08108108,0,1,1,0,1,0,1,0,0,0,0,1,7,7,6.017316,2,1,-0.017467675,4.584691655,0.0872011,15,12,1,-75071.61137,8865.793473,-5044.983472,-5561.862189,3943.924852,217.3028673,-207.8608795,182.3429248,339.1572271,12.97821552,264.5112168,-17.73522533,-2.65010472,-14.81141134,4.898103131
0,0,0,0,0,906,8,0,0,0,1,0,0,0,1,1,0,0,0,0,1,4,4,3.008772,1,0,-0.0088107,4.729597764,0.1300421,13,17,13,-92165.83433,13555.68223,-6665.294289,-9534.302541,5489.178309,873.2489094,307.8477492,-1712.809073,-1615.177127,-182.2898286,163.8499118,11.55756063,20.63308211,-14.25494423,4.633434731
1,1,0,1,1,4155,92,0,0,0,0,1,0,0,1,1,0,0,0,0,1,7,7,6.0519481,2,0,-0.053346031,3.81027913,0.0368865,3,15,1,-72714.38736,2672.710158,-7230.519815,-12359.44226,-1801.745466,639.3795952,-696.1561215,-215.7581097,-1171.816221,-715.3287413,398.2995452,-62.19947162,-2.067754845,-17.14746811,3.023258239
0,0,0,0,0,751,27,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,1.0088889,2,0,-0.008928642,3.325568786,0.1975109,15,17,0,-57737.69742,2481.410054,-3935.799262,-4419.51471,2.601462396,-1223.598184,841.5033231,-394.3183464,-1298.710984,-144.9184737,270.2343941,31.47841117,-9.246157833,-27.14011607,-1.289274133
0,0,0,0,1,7522,183,0,0,0,0,0,0,1,0,1,0.01040119,0.9350649,0.1092896,0.011,1,5,5,4.0692641,1,0,-0.071779715,3.716101186,0.0896119,15,17,4,-84153.95422,8485.454233,-1264.693643,-3745.115929,2472.941233,-2013.698362,-522.5290372,-157.5794919,-264.8452448,-478.4030201,300.1795957,-33.87717583,-4.559395474,-11.88734445,6.605687561
0,1,0,1,0,2273,136,0,0,0,0,0,0,0,0,1,0.0025974,0.9090909,0.1052632,0.007,1,5,5,4.0909091,1,1,-0.09531019,2.816200938,0.0920834,3,0,15,-109483.633,18250.33962,-6000.550061,-5861.354144,5012.642056,-2310.18262,1053.383313,-475.934235,231.6301423,352.1882229,822.67326,-158.5016211,-37.45041921,-8.606487254,2.48002254
0,0,0,0,0,61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4.110873864,0.0975674,0,0,0,-94119.93271,11502.48495,-11174.37424,-9827.005861,4401.608154,-163.4024608,261.2816594,-619.7134015,-359.5976576,-338.1825163,258.3464427,-3.8824393,36.73366023,-14.60535996,5.768523141
1,1,1,0,0,873,14,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,4,3.0043478,1,1,-0.004357279,4.132878226,0.0625,1,17,1,-98938.76673,14039.70658,-6166.233135,-6021.576076,1095.768604,-1135.618871,1273.963023,247.6856426,-418.0571208,314.8208452,426.8715853,-46.84438639,-6.183169923,-27.72670009,-2.595382306
0,0,0,1,0,1616,133,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,3,2.017316,1,0,-0.017467675,2.497360111,0.1111111,3,15,0,-74743.26522,8625.268423,-11573.93961,-8473.074291,-1439.747959,-1829.676962,1510.453209,-2799.452709,-1286.295817,-437.8500617,595.7506558,-78.16059418,-31.16419997,-11.36159791,8.448125114
1,0,0,1,0,466,21,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,1.0130435,1,1,-0.013129313,3.099663196,0.127451,3,15,0,-120363.6527,13815.48828,-2721.860726,1566.801871,455.9425797,-642.2083117,2551.225866,-1652.985417,465.7088404,280.0621215,282.2609713,-201.364843,-18.72015826,-13.34290323,1.354355522
0,0,0,1,0,578,41,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,1.0043668,1,0,-0.004376362,2.646001802,0.0490024,3,15,0,-90393.15679,3445.700378,-10382.58096,-12142.14772,1658.771903,-841.4288295,-235.7577688,38.37609458,-1125.939057,-119.7885813,709.1140211,-93.00087442,-1.506402867,-8.726553612,6.862933663
0,0,0,0,0,364,19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0.008658,1,0,-0.008695698,2.952714888,0.1041667,15,0,0,-57737.69742,2481.410054,-3935.799262,-4419.51471,2.601462396,-1223.598184,841.5033231,-394.3183464,-1298.710984,-144.9184737,270.2343941,31.47841117,-9.246157833,-27.14011607,-1.289274133
0,0,0,0,0,1869,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5.741399338,0.0896119,0,0,0,-100358.8647,16018.84267,-2676.762594,-6400.390439,5581.782973,-1737.669964,1560.907544,-1294.430533,669.0164963,391.087209,370.6464277,-101.6248442,-6.479469386,-10.95236977,6.593110753
1,0,0,0,0,610,28,0,0,1,1,0,0,0,0,1,0,0,0,0,1,4,4,3.0735931,1,0,-0.076441724,3.081254447,0.0462963,15,17,6,-91801.33786,6262.938173,1461.942328,-12338.72689,541.750913,339.2168008,377.5465546,-229.3326409,-1049.313979,102.3261009,-110.759371,-75.9538106,-7.689171924,-15.47039517,6.791151336
1,0,0,1,0,1431,48,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,3,2.008658,1,1,-0.008695698,3.394927769,0.1225513,3,15,0,-71727.53263,10503.50132,-174.5996641,-11452.85743,760.5517892,-1943.634465,256.0450415,-255.5611317,54.74089198,90.49175795,385.0608429,29.14903638,-7.893661574,-17.91020381,6.516403195
0,0,0,0,0,75,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2.931193752,0.0901316,0,0,0,-92205.06248,6281.268046,-6850.468262,-7166.343123,1961.679991,-1248.474159,267.3949915,519.5759068,-1354.704296,-26.83536101,453.6410902,-55.25332848,19.16146232,-6.002844187,14.17455223
1,0,0,0,0,318,14,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,1.0043668,2,1,-0.004376362,3.122994053,0.0661202,15,17,0,-108382.0657,12841.68112,-7490.175244,543.0707106,5027.04502,-1209.919758,1423.716561,-458.4761235,-95.36651111,272.161722,440.0791057,270.7261382,-13.03252391,-19.53690715,8.949835038
0,1,0,1,1,410,79,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,4,3.0519481,2,0,-0.053346031,1.646709307,0.0420579,3,0,4,-66310.00183,9545.535746,-477.3796397,-9100.723599,2431.180658,-2542.878819,-345.9592882,158.8850966,44.91426823,102.5284857,284.7525592,54.75774988,7.481372349,-13.79911599,5.192827288
1,1,0,1,0,13506,79,0,0,0,0,0,0,1,1,1,0.00430663,0.9391304,0.1190476,0.025,1,8,8,7.1043478,2,1,-0.110203111,5.141441458,0.1525424,12,17,12,-86676.32219,-1115.174889,-18446.76618,1440.804936,3935.974172,-1508.394717,-2835.565264,-236.108871,-822.3512665,-220.4516073,-38.05767544,5.485163463,5.34992355,-19.9662599,6.753101005
0,0,0,1,0,388,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0045249,2,0,-0.004535168,4.16924587,0.0576923,3,0,0,-69401.3129,2183.182414,-1266.78606,-16909.35473,-2391.075023,-2869.919222,217.7376286,-161.4290948,-763.890338,-54.23805029,361.2001394,40.19358693,37.70861145,-24.35031058,5.196822136
1,0,0,0,0,699,40,0,0,0,0,0,1,1,0,1,0,0,0,0,1,4,4,3.056277,2,1,-0.057922588,2.860771288,0.1198436,15,17,12,-67964.45641,5049.662226,-114.0466829,-12002.83827,497.83877,1358.47119,-563.512972,-297.907716,284.5480533,-117.750878,169.124448,118.8671716,0.549746945,-18.26949236,3.391153537
1,0,0,1,0,139,34,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,3,2.0087336,1,1,-0.008771961,1.408113409,0.2045455,15,17,3,-63612.43396,7769.905565,-741.3008712,-13641.21337,833.9759129,-2015.863212,726.3635113,-58.66228885,-230.7788723,302.9384845,699.7046018,-13.55716895,12.22972367,-12.75694264,2.514328056
1,0,0,1,0,94,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0045045,1,1,-0.004514676,3.444682494,0.1505551,3,0,0,-59679.66624,5672.021256,-6280.742532,-8338.779804,-1135.585534,-728.560041,471.0481279,467.9089408,44.89355803,-236.6501673,537.4198046,-45.21153237,5.288817657,-48.64328469,0.808733141
0,0,0,1,0,30,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0045045,1,1,-0.004514676,0.916290732,0.2858334,3,0,0,-82338.31725,13467.47002,-2750.859025,-10823.05662,2262.231448,47.79551982,409.7005441,-264.5585165,-1375.592948,-210.7188031,443.53859,-7.281367321,-6.85775237,-17.07667724,4.587024304
1,1,0,0,0,6234,62,0,0,0,1,0,0,0,0,1,0.07142857,0.9090909,0.1169591,0.016,1,5,5,4.0909091,2,1,-0.09531019,4.610639075,0.1503845,15,17,1,-64548.92658,5736.151576,-12402.48391,-5866.841186,2095.895521,-2916.036523,-47.03250863,-752.3750233,245.5662201,-39.79179612,840.8248443,7.887964726,-8.190087075,-32.26883304,23.8712649
1,0,0,0,0,393,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0.0043668,1,1,-0.004376362,4.182050143,0.168239,13,0,0,-77254.96278,12349.5568,-4660.126438,-7377.915389,690.4670397,-806.6226034,150.0371976,-300.2380144,-445.466365,-126.7023021,321.1144401,-23.5915606,3.023439829,-17.79117578,5.78706914
0,0,0,0,0,767,15,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,1.008658,1,1,-0.008695698,3.9344366,0.12,15,17,0,-127681.3956,13658.20585,-7749.640678,-9123.019548,669.7425962,-2620.754872,1976.874344,39.75516575,-436.596462,-408.8553479,-462.069023,-111.4338436,-18.20999555,-13.8542802,7.319041641
1,0,0,1,0,1429,112,0,0,0,0,0,0,0,1,1,0,0,0,0,1,4,4,3.012987,1,1,-0.013072068,2.546231307,0.0526911,15,13,3,-96414.95003,6225.786108,-7063.107305,-4761.751731,2272.028542,-54.34843995,922.3912758,-185.9178584,-2277.214827,-227.2770723,202.9525492,-127.5767589,2.432447274,-16.637545,7.444347787
1,0,0,0,0,53,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0.0043478,2,0,-0.004357279,3.970291914,0.0464035,15,0,0,-40248.49811,28016.18891,-4948.054475,-8517.939834,1275.896584,-2138.224264,468.8579353,261.4056267,-183.7065317,-105.2785999,508.8517376,-53.02457861,-4.289618345,-42.45662521,6.251114388
0,0,0,0,0,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2.944438979,0.2963637,0,0,0,-96698.30843,13032.94097,-6998.827594,-5286.24998,3788.548253,135.3407037,223.8814702,345.4465586,377.7010863,-533.5960754,654.4213656,1.200485271,55.21277243,-20.04691434,11.08081513
1,0,0,0,0,363,32,0,0,0,0,0,0,0,1,1,0,0,0,0,1,3,3,2.0173913,2,1,-0.017544305,2.428666931,0.1085859,15,17,13,-60525.06684,1481.149402,-5406.536204,-4912.63956,-1111.363786,-1182.486314,767.804494,695.5370218,58.73016756,-15.28581836,1.825246503,-1.915792096,12.38002086,-38.67394971,3.569247429
0,0,0,1,1,1138,33,0,0,0,1,0,0,0,1,1,0,0,0,0,0,5,5,4.056277,2,1,-0.057922588,3.540520053,0.178125,15,3,4,-94119.93271,11502.48495,-11174.37424,-9827.005861,4401.608154,-163.4024608,261.2816594,-619.7134015,-359.5976576,-338.1825163,258.3464427,-3.8824393,36.73366023,-14.60535996,5.768523141
1,0,0,1,0,1650,90,0,0,0,0,1,1,0,0,1,0,0,0,0,1,5,5,4.0519481,1,1,-0.053346031,2.908720897,0.0625,3,15,0,-38265.39,26615.54829,-6388.992074,-3720.693529,-2863.792178,338.4529593,988.0618936,199.6645556,-911.4411574,-632.1167009,542.9755409,-44.19917202,18.30087072,-44.28561388,12.16709092
1,0,0,1,0,1645,90,0,0,0,0,0,0,0,0,1,0.01287554,0.9090909,0.1204819,0.011,1,4,4,3.0909091,1,1,-0.09531019,2.905685993,0.2209822,15,17,3,-100034.5222,15029.01637,236.7603375,-4593.338117,5169.138189,-227.9459139,1154.138266,-798.1106633,-631.2984015,438.6575645,254.3662062,-5.15735187,-30.79066046,-15.37134532,9.549353764
0,0,0,1,0,1069,80,0,0,0,0,0,0,0,1,1,0,0,0,0,1,4,4,3.012987,1,1,-0.013072068,2.592452276,0.0605348,3,17,3,-62256.72479,1643.728973,-12163.11062,-8141.320481,1931.79344,-1653.160534,-810.3848143,250.2428309,154.5896623,-119.3400445,640.9420538,3.816956643,5.315755135,-19.36764458,-1.523897957
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.2637534,0,0,0,-78062.02058,7928.35093,-2378.712273,-9983.842813,-2519.260245,-2598.304557,404.577135,57.0135642,-541.8685494,-280.7618576,442.2154176,4.973330564,1.519586663,-6.230463923,8.174868631
0,0,0,1,0,1707,94,0,0,0,0,0,0,0,1,1,0,0,0,0,1,4,4,3.0043478,2,1,-0.004357279,2.899197941,0.0869565,3,17,3,-73460.78022,10577.09696,-13225.94,-21949.8893,-1802.253934,1426.423195,-208.9200519,-162.2567786,-390.0808912,-664.1135545,585.7662081,16.43115517,-2.40521332,-24.57217139,1.099029591
0,1,0,1,0,7340,22,0.000436967,0.2727273,0,1,0,0,0,0,1,0.00014566,0.9210526,0.125,0.045,0,5,5,4.0789474,2,1,-0.082238133,5.810051668,0.0769231,15,7,3,-45345.61633,31432.90268,-5433.544308,-6045.073259,-429.5489822,-407.8428706,390.7228643,-3067.977161,-696.8659571,-605.4471749,240.4130426,83.19544755,-37.88949607,-5.636925239,14.21958249
1,0,0,1,0,117,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,1.0921053,2,1,-0.096626876,2.682732393,0.1254902,15,3,0,-96886.083,7733.085035,-8773.82133,-10104.94092,-2144.805157,-206.1430536,-225.8201704,26.2968674,-262.9505381,-685.7127934,480.1640301,-95.4032119,-7.051657903,-17.19207549,1.003220041
1,0,0,0,0,93,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4.532599493,0.2120408,0,0,0,-85173.94258,11047.11565,-8937.065602,-10287.8951,3070.09785,-505.6651093,658.8753268,524.4148525,239.1132488,-201.4480054,502.9331088,-41.5411972,1.182431494,0.563499986,7.128649755
0,0,0,0,0,3546,82,0,0,0,0,0,0,0,0,1,0.00456621,0.9432315,0.09150327,0.012,0,2,2,1.1004367,2,0,-0.105845856,3.766856239,0.0382284,16,15,0,-73222.64697,6640.7886,-6224.492525,-6268.853729,3122.532581,-1324.407018,-511.07682,139.2266113,280.8136571,-155.4730632,589.1783402,-32.34619797,-2.462789215,-32.66716531,7.717699973
0,1,0,1,0,366,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1.0173913,2,1,-0.017544305,3.130044611,0.1153846,1,3,0,-105971.5905,10633.44282,-8330.780554,-3619.212912,3600.147233,-306.6385928,-429.6213002,-1018.703217,-603.91457,-78.49284943,167.5886055,-122.1828806,-39.75856773,-11.47262945,-0.908199112
0,0,0,0,0,3051,8,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,2,1.1013216,1,0,-0.106830039,5.943783143,0.0337838,7,15,0,-73088.81863,-187.3573862,-7261.99761,-8062.259705,-3035.785955,-802.6681345,1784.632428,313.3027439,-872.5987092,-507.3823569,695.1056024,-94.75978027,-2.709289856,-10.89701724,4.685039649
