objective,p01rcy,p02rcy,p03rcy,p04rcy,p06rcy,p07rcy,p08rcy,p09rcy,p11rcy,p12rcy,p13rcy,p14rcy,p15rcy,p16rcy,p17rcy,totalspend,p05spend,p05trans,p09tenure,p14tenure,p16spend,p16tenure,p16trans,totaltrans,acffempar       ,acfhuswife      ,acflonepar      ,acftotmar       ,acfwchcom       ,afem40to44      ,afp1child       ,afp2child       ,ahh2fam         ,ahh6ppers       ,amtenglish      ,amtfrench       ,amtmultlin      ,amtnengnon      ,amtsingres      ,amtspanish      ,amttagalog      ,anfamrel        ,bcwmpaid        ,bdw46to60       ,bdw86to91       ,bdwmaint        ,bdwmajor        ,bdwminor        ,bdwperroom      ,betbritish      ,betenglish      ,betfrench       ,betmulti        ,betsingle       ,bfi20to35       ,bfi50plus       ,bfiinca         ,bfiincm         ,bfiu20          ,bfps            ,bfpshealth      ,bfpshuman       ,bfsllabf        ,bfslonepar      ,bfslplabf       ,bfsmlabf        ,bhi20to35       ,bhi50plus       ,bhiinca         ,bhiincm         ,bhiincs         ,bhiu20          ,bhlenglish      ,bhlfrench       ,bhlnonoff       ,bimprovres      ,bimuk           ,bincgovp        ,bineflow        ,bineflowp       ,binf30plus      ,binf7to15       ,binfinca        ,binfincm        ,binfincs        ,binhhlow        ,binhhlowp       ,binm15to30      ,binm30plus      ,binm7to15       ,binmfemina      ,binminca        ,binmincm        ,binmincs        ,bknenglish      ,bknfren         ,blfmaempl       ,blfmaunemr      ,blfmtempl       ,blfmtunemp      ,blfmtunemr      ,blftaempl       ,blfttempl       ,blfttunemr      ,bmoy1intep      ,bmoy5intep      ,bmoy5intrn      ,bmoy5mov        ,bmoy5non        ,bmps            ,bmpscomm        ,bmpseng         ,bmpshealth      ,bmpssocial      ,bndtallind      ,bndtbusser      ,bndtgovser      ,bocffabric      ,bocfmanage      ,bocfteach       ,bocmmanage      ,bocmscieng      ,bpwmcsd         ,bpwmpop         ,bpwmusual       ,brlanglic       ,brlcathol       ,brlprotest      ,brlrcathol      ,brlunited       ,bsl9to13nc      ,bslg9           ,bslnunivc       ,bslunivdeg      ,bslunivnc       ,bslunivnd       ,gender1         ,first month     ,lowincome       ,highincome      ,gender2         ,productcount    ,productcount6   ,tenure          ,tf100           ,tf101           ,tf102           ,tf103           ,tf107           ,tf108           ,tf122           ,tf124           ,tf128           ,tf129           ,tf27            ,tf28            ,tf29            ,tf31            ,tf32            ,tf33            ,tf34            ,tf35            ,tf36            ,tf37            ,tf38            ,tf39            ,tf42            ,tf46            ,tf47            ,tf49            ,tf50            ,tf51            ,tf52            ,tf55            ,tf56            ,tf57            ,tf58            ,tf62            ,tf65            ,tf68            ,tf70            ,tf71            ,tf72            ,tf73            ,tf74            ,tf75            ,tf76            ,tf77            ,tf80            ,tf88            ,tf89            ,tf90            ,tf91            ,tf92            ,tf93            ,tf94            ,tf95            ,tf96            ,tf99            ,gender3         
1,0.8956522,0,0,0,0.9304348,0,0,0,0,0,0,0,0.9347826,0,0,2470,0,0,0,0,0,0,0,16,0.1060606,0.8636364,0.1363636,0.8030303,0.01515152,0.03896104,0.06060606,0.03030303,0.04705882,0.05882353,0.6883117,0.01731602,0.03030303,0.03030303,0.969697,0.01298701,0.02164502,0.05652174,0.2811419,0.6117647,0,0.7294118,0.03529412,0.2235294,0.4,0.3287197,0.250865,0.01297578,0.1038062,0.8910035,0.1940299,0.522388,52770,50172,0.119403,0.08217993,0.01730104,0,0.1029412,0.1323529,0.0882353,0.7205882,0.2142857,0.4285714,47911,42846,3138,0.202381,0.7482699,0,0.1859862,0.5320069,0.04325259,13.1,0.1060606,10.9,0.05190311,0.09948097,18644,16271,1383,0.4545455,13.3,0.1211073,0.1730104,0.05622837,38406,29348,28685,1592,0.9602076,0,0.2205882,10.5,0.2595156,0.03027682,10.6,0.4152249,0.4757785,6,0,0.03460208,0.06055363,0.3589965,0.5709342,0.134083,0.01297578,0.01730104,0,0.008650519,0.5017301,0.02595156,0.01730104,0.01730104,0.008650519,0.008650519,0.0216263,0.008650519,0.1081315,0.2595156,0.250865,0.05190311,0.4108996,0.3287197,0.4065744,0.06920415,0.2811419,0.134083,0.08217993,0.08650519,0.0216263,0.03892734,1,21,0,0,0,4,4,92,0.06191289,0.01238258,0.7775406,0.03287788,0.1562767,4.202391,0.1357814,0.2634501,0.004269855,11,0.9752349,0.3415884,0.1810419,0.1357814,0.07002562,0.05337318,0.008112724,0,0,25,27,22,0.3701964,0.2139197,0.1233988,0.1110162,0.1315115,0.07002562,0.06191289,0.07813834,0.4483348,0.205807,0.2429547,0.2305722,0.01665243,1820,0.06575576,0.03287788,0.03714774,0.1438941,0.04526046,0.09863365,0.04953032,0.01238258,0,0.352263,0.3368915,0.04141759,0.2920581,0.148164,0.1438941,2336,1230,1106,0.1686593,0
0,0,0,0.9956522,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,5,0,0.8181818,0,0.8181818,0,0.02777778,0,0,0.09090909,0.09090909,0.8611111,0,0,0,1,0,0,0.02777778,0.2793296,0.2,0,1,0,0,0.4,0.2234637,0.2513967,0,0.3910615,0.4748603,0,0,0,0,0,0.2234637,0,0,0,0.1818182,0.1818182,0.7272727,0,0,0,0,0,0,0.8659218,0,0,0.5586592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75419,0,0.1955307,22.2,0.2234637,0.05586592,20,0.5027933,0.5586592,9.5,0,0,0,0.1396648,0.6703911,0.08379889,0,0,0.05586592,0,0.5865922,0,0,0,0,0.08379889,0.05586592,0,0.1117318,0.2234637,0.2234637,0.08379889,0,0.4189944,0,0.05586592,0.1396648,0,0.1117318,0.1117318,0.08379889,0.1675978,1,19,1,0,0,1,1,83,0,0,0.7857143,0,0.1428571,4.05,0.07142857,0.2142857,0,0,1,0.4285714,0.2142857,0.1428571,0,0,0,0,0,24,28,19,0.2857143,0.2142857,0.1428571,0.07142857,0.1428571,0.07142857,0.07142857,0.07142857,0.4285714,0.2142857,0.2142857,0.2142857,0,0,0,0,0,0,0,0,0,0,0,0.6142857,0.3071429,0,0.2142857,0.1428571,0.1428571,108,53,55,0.1428571,0
1,0,0,0,0,0.9304348,0.9956522,0,0,0,0,0,0,0.9869565,0,0.9869565,2386,0,0,0,0,0,0,0,26,0.1219512,0.8780488,0.1463415,0.7317073,0.02439024,0.03401361,0.07317073,0.04878049,0.015625,0.015625,0.7482993,0.05442177,0.04081633,0.02040816,0.9591837,0,0,0.02758621,0.292517,0.523077,0,0.6461539,0.03076923,0.3384615,0.4,0.3333333,0.2653061,0.06122449,0.3265306,0.6734694,0.0952381,0.6428571,69502,56802,0.04761905,0.1768707,0.04081633,0.02040816,0.04761905,0.04761905,0,0.6428571,0.1384615,0.4461538,58548,44563,4465,0.1076923,0.829932,0.02721088,0.0952381,0.5238096,0.06122449,9,0.07142857,5.6,0.0952381,0.06802721,20011,16063,1924,0.5714286,16.3,0.06802721,0.2993197,0.01360544,44907,45258,38825,3566,0.6802721,0,0.2653061,4.9,0.2993197,0.02040816,6.3,0.4081633,0.5238096,6.1,0.03401361,0.05442177,0.2380952,0.585034,0.3605442,0.2312925,0.03401361,0.02721088,0.02040816,0.02721088,0.5442177,0.08843537,0.08163265,0,0.03401361,0,0.06122449,0.03401361,0.1836735,0.2993197,0.292517,0.122449,0.3877551,0.3537415,0.3809524,0.1768707,0.1360544,0.02721088,0.1836735,0.1836735,0.08843537,0.122449,1,22,0,0,0,6,5,95,0.03781513,0.01890756,0.6911765,0.03781513,0.09663866,3.039916,0.1344538,0.3277311,0,0,0.9810925,0.3844538,0.1722689,0.09663866,0.0777311,0.0777311,0.01890756,0.01890756,0,29,35,22,0.2878151,0.2689076,0.1155462,0.09663866,0.1344538,0.0777311,0.05672269,0.0777311,0.4810924,0.2310924,0.25,0.1932773,0.0777311,720,0.1155462,0.05672269,0.05672269,0.7310925,0.25,0.4810924,0.03781513,0.03781513,0,1.539916,1.369748,0.1701681,0.25,0.1533614,0.09663866,568,462,106,0.1344538,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1204,0,0,0,0,0,0,0,5,0.04477612,0.9402985,0.07462686,0.9104478,0.01492537,0.07114624,0.02985075,0.01492537,0.01449275,0.05797102,0.8972332,0.007905139,0.01581028,0.007905139,0.9841897,0,0.003952569,0.01976285,0.2931854,0.02941176,0,0.8529412,0,0.1470588,0.4,0.2694136,0.2179081,0,0.4358162,0.5744849,0.1176471,0.7058824,67174,69478,0.0882353,0.1347068,0.03169572,0.00792393,0.05882353,0.07352941,0.05882353,0.8529412,0.1176471,0.7352941,70180,69576,3416,0.05882353,0.9548336,0,0.03565769,0.7369255,0.06339144,5.3,0.04545455,4.9,0.06735341,0.04754358,20116,16047,1603,0.1363636,3.7,0.06339144,0.2020602,0.01980983,47886,36512,36987,2396,0.9548336,0,0.2377179,0,0.3090333,0,0,0.4318542,0.5586371,4.1,0,0.0118859,0.1901743,0.3922345,0.5546751,0.1743265,0.03961965,0.00792393,0.0118859,0.02377179,0.5784469,0.05150555,0.05150555,0.00792393,0.03961965,0.02377179,0.08320127,0.03565769,0.04754358,0.3090333,0.2852615,0.1703645,0.3526149,0.4358162,0.3526149,0.1584786,0.1307448,0.03961965,0.1545166,0.08716323,0.06339144,0.1069731,0,20,0,0,1,1,1,86,0.0702381,0.03452381,0.8607143,0.02380952,0.2321429,5.340476,0.09285714,0.3607143,0,0,0.9654762,0.2785714,0.1166667,0.1166667,0.09285714,0.1511905,0.0702381,0,0,36,47,22,0.3833333,0.2440476,0.08095238,0.2904762,0.09285714,0.02380952,0.0702381,0.08095238,0.4535714,0.2321429,0.2321429,0.325,0.01190476,2160,0.08095238,0.04642857,0.03452381,0.2095238,0.05833333,0.1511905,0.05833333,0.01190476,0,1.047619,0.6297619,0.425,0.3833333,0.2321429,0.1511905,1150,832,317,0.2095238,0
1,0,0,0,0.987013,0.991342,0,0,0,0,0,0,0,0.995671,0.9090909,0.982684,1630,0,0,0,0,0.1796296,0.2247191,0.0106383,94,0,0.9375,0,1,0,0.0862069,0,0,0,0.0625,0.9482759,0.03448276,0,0,1,0,0,0.03448276,0.2730376,0,0.3333333,0.7333333,0,0.3333333,0.5,0.3242321,0.2389078,0.08532424,0.5119454,0.4778157,0,0,0,0,0,0.1535836,0.03412969,0,0.125,0,0,0.9375,0,0,0,0,0,0,0.9897611,0,0,0.7849829,0.06825939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6484641,0,0.2047781,0,0.3071672,0,0,0.443686,0.5972697,5.7,0,0,0.1877133,0.2389078,0.6313993,0.1023891,0,0,0,0,0.5972697,0.08532424,0.1706485,0,0,0.03412969,0.06825939,0,0.03412969,0.3071672,0.2559727,0.221843,0.2901024,0.6484641,0.2901024,0.221843,0.05119454,0.03412969,0.08532424,0.1023891,0.03412969,0.08532424,0,21,0,1,1,7,5,89,0.06818182,0.03409091,0.8295454,0.04545455,0.1818182,4.590909,0.09090909,0.4204545,0,1,0.9886364,0.2840909,0.1477273,0.125,0.09090909,0.1136364,0.03409091,0.02272727,0.01136364,35,42,25,0.3295455,0.2159091,0.09090909,0.2159091,0.1022727,0.04545455,0.05681818,0.07954545,0.5,0.25,0.25,0.2613636,0.04545455,1376,0.09090909,0.04545455,0.04545455,0.5,0.2386364,0.2613636,0.04545455,0.02272727,0,1.670455,1.090909,0.6022727,0.3295455,0.1931818,0.1363636,115,77,38,0.1590909,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1748,0,0,0,0,0,0,0,7,0.04938272,0.9506173,0.04938272,0.9506173,0,0.08387097,0.02469136,0.01234568,0.03797468,0.08860759,0.6806452,0.01612903,0.03548387,0.03225806,0.9645161,0.006451613,0.009677419,0.02597403,0.2677419,0,0.1772152,0.8607595,0.02531646,0.1265823,0.4,0.1322581,0.1064516,0,0.3032258,0.6967742,0.07407407,0.8024691,110350,93396,0.03703704,0.2032258,0.03225806,0.02903226,0.04938272,0.04938272,0.04938272,0.8641976,0.08860759,0.835443,117839,97231,9593,0,0.7903226,0,0.2032258,0.5032258,0.03225806,2,0.03846154,3.6,0.1419355,0.05806452,28719,23966,2648,0.2051282,4.9,0.04516129,0.2290323,0.02580645,72442,56226,40972,5498,0.8516129,0,0.2387097,2.7,0.2806452,0.01612903,5.4,0.4580645,0.5483871,5.6,0,0.02580645,0.07096774,0.4580645,0.4935484,0.2290323,0.03548387,0.03548387,0.01935484,0.01612903,0.5806451,0.06451613,0.02903226,0,0.04193548,0.03225806,0.07741936,0.01612903,0.1451613,0.283871,0.2709678,0.1193548,0.516129,0.2903226,0.5129032,0.08709677,0.1290323,0.04193548,0.1419355,0.2193548,0.03548387,0.08709677,1,21,0,0,0,3,2,90,0.1139896,0.09430052,0.8310881,0.03108808,0.2414508,5.202073,0.1367876,0.3378238,0,0,0.9792746,0.3046632,0.134715,0.08393782,0.07357513,0.09637306,0.05284974,0.05181347,0.06217616,52,71,30,0.3678756,0.2414508,0.08393782,0.2632124,0.06321243,0.02072539,0.03212435,0.06321243,0.5792746,0.2953368,0.2849741,0.253886,0.06321243,1562,0.1367876,0.07357513,0.05181347,1.179275,0.7927461,0.3865285,0.06217616,0.03212435,0.01036269,3.784456,3.166839,0.6186528,0.4103627,0.2310881,0.1689119,2159,1415,744,0.1699482,0
1,0,0.995671,0.987013,0,0,0,0.969697,0,0,0,0,0,0,0,0,289,0,0,0,0,0,0,0,23,0.01190476,0.9761904,0.02380952,0.9404762,0.01190476,0.02912621,0,0.01190476,0,0.05813954,0.9320388,0.01941748,0.01294498,0.006472492,0.9902912,0,0,0.01639344,0.2811894,0,0.9883721,0.9302326,0.02325581,0.04651163,0.4,0.1163542,0.07110537,0.02262443,0.5688429,0.4201681,0.08433735,0.686747,66426,59792,0,0.1712993,0.05494506,0.009696187,0,0,0.02380952,0.9642857,0.08139535,0.6976744,66456,60699,3264,0.02325581,0.9793148,0,0,0.7918552,0.01292825,2.9,0.02409638,2.1,0.05494506,0.03232062,20414,20001,1417,0.1204819,3.4,0.06140918,0.2133161,0.02262443,43314,40542,35057,2668,0.9243698,0,0.2747253,0,0.3038138,0,0,0.468649,0.520362,5.3,0.04524887,0.1001939,0.3038138,0.8080155,0.01939237,0.1906917,0.04201681,0.009696187,0.009696187,0.01939237,0.5462185,0.04201681,0.03232062,0.006464124,0.01939237,0.01292825,0.07433743,0.03232062,0.2682612,0.3005818,0.2876535,0.05171299,0.4201681,0.4557208,0.3846154,0.2197802,0.07433743,0.01616031,0.1486749,0.1389787,0.05171299,0.1131222,1,20,0,0,0,5,3,88,0.0871956,0.04320503,0.9057345,0.04399057,0.1822467,4.854674,0.1044776,0.4155538,0.01728201,49,0.9748625,0.2419482,0.1508248,0.1563236,0.1123331,0.09426551,0.03299293,0.008641005,0.007855459,34,46,21,0.3935585,0.2089552,0.1319717,0.205813,0.1594658,0.06127258,0.0974077,0.07148468,0.5106049,0.2670856,0.2443048,0.3040063,0.01728201,2407,0.07934014,0.05184603,0.02749411,0.1288295,0.08641005,0.05106049,0.05263158,0.01649646,0,2.667714,1.974863,0.692066,0.479183,0.2953653,0.1838178,2197,1552,644,0.2631579,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.9956332,0,0,47,0,0,0,0,0,0,0,8,0.125,0.8636364,0.1363636,0.8068182,0.03409091,0.05813954,0.06818182,0.03409091,0.03157895,0.09473684,0.7383721,0.02906977,0.02034884,0.01453488,0.9796512,0.01744186,0.008720931,0.04373178,0.2936046,0.02105263,0.2421053,0.8210526,0,0.1789474,0.5,0.1395349,0.09011628,0.0377907,0.255814,0.744186,0.137931,0.6321839,78169,65763,0.1264368,0.1918605,0.03488372,0.01744186,0.1034483,0.1494253,0.1149425,0.7816092,0.1263158,0.6526316,79872,66166,5064,0.1052632,0.8488372,0.005813953,0.122093,0.5145349,0.03197674,3.6,0.1309524,12.5,0.119186,0.05232558,24460,23685,1496,0.5952381,14.7,0.06104651,0.1715116,0.04360465,52732,40915,29995,3537,0.8517442,0,0.2296512,3.7,0.2936046,0.01453488,4.8,0.4244186,0.5261628,9,0.005813953,0.0377907,0.1831395,0.5406977,0.3924419,0.1598837,0.04069768,0.01453488,0.008720931,0.01162791,0.5755814,0.05232558,0.02906977,0.005813953,0.03488372,0.01744186,0.08139535,0.01453488,0.1715116,0.2936046,0.2819767,0.1162791,0.4534884,0.2848837,0.4505814,0.1075581,0.1337209,0.03197674,0.122093,0.1569767,0.05523256,0.122093,1,21,0,0,0,1,1,90,0.05128205,0.06410257,0.8333333,0.03846154,0.2051282,4.802564,0.1410256,0.3076923,0,0,0.9871795,0.3461539,0.1538462,0.08974359,0.06410257,0.07692308,0.03846154,0.03846154,0.03846154,42,57,25,0.3717949,0.2692308,0.1153846,0.2051282,0.1282051,0.06410257,0.06410257,0.1025641,0.4871795,0.2307692,0.2435897,0.2435897,0.03846154,850,0.1410256,0.07692308,0.06410257,0.5769231,0.3205128,0.2564103,0.06410257,0.05128205,0.01282051,3.416667,2.398718,1.048718,0.3205128,0.1666667,0.1538462,1109,714,395,0.1666667,0
1,0,0,0.991342,0,0,0,0.943723,0,0,0,0.991342,0,0.995671,0,0.995671,509,0,0,0,0,0,0,0,62,0.1428571,0.7619048,0.2380952,0.4761905,0,0.02247191,0.1428571,0.04761905,0,0,0.8988764,0.01123596,0.01123596,0.01123596,1,0,0,0.05555556,0.4138702,0,0.04166667,0.75,0.0625,0.1666667,0.4,0.1789709,0.1342282,0.02237136,0.6040269,0.3914989,0.2,0.25,40728,40176,0.1,0.1789709,0.04474273,0,0.2,0.2,0.2,0.8,0.375,0.25,39576,38131,2025,0.1041667,0.9731544,0,0.02237136,0.3467562,0.05592841,2.1,0.1363636,15.1,0.05592841,0.06711409,19376,19080,1660,0.4545455,11.6,0.2013423,0.212528,0.03355705,29905,29495,28609,1789,0.8724832,0,0.3243848,0,0.4026846,0.02237136,5.3,0.5592841,0.7941834,5.3,0.1118568,0.1118568,0.279642,0.8612975,0.1342282,0.212528,0.03355705,0,0,0.03355705,0.8277405,0.06711409,0.02237136,0,0.03355705,0,0.02237136,0.05592841,0.3691275,0.4026846,0.3914989,0.1901566,0.246085,0.4697987,0.246085,0.1118568,0.1454139,0.02237136,0.2908278,0.02237136,0.04474273,0.1342282,0,21,0,0,1,5,4,89,0,0,0.9032258,0,0.1290323,4.312903,0.1612903,0.1935484,0,0,1,0.3870968,0.2903226,0.06451613,0,0,0,0,0,20,22,17,0.483871,0.3870968,0.2580645,0.03225806,0.1935484,0.09677419,0.09677419,0.09677419,0.1935484,0.09677419,0.1290323,0.1612903,0,0,0.03225806,0,0.03225806,0.09677419,0,0.06451613,0.03225806,0,0,0.3677419,0.2516129,0,0.2580645,0.1290323,0.1290323,167,105,62,0.1612903,0
0,0,0,0,0,0.9956522,0.9521739,0,0,0.926087,0,0,0,0.9521739,0,0,510,0,0,0,0,0,0,0,23,0.1,0.8,0.1,0.6,0,0.02941176,0,0.1,0,0,0.6764706,0,0.02941176,0,0.9705882,0,0.02941176,0.02857143,0.2325581,0,0,0.5,0.1666667,0.4166667,0.4,0.1162791,0.1453488,0,0.5232558,0.6686047,0,0,0,0,0,0.2616279,0.05813954,0.05813954,0.2727273,0.2727273,0.2727273,0.6363636,0,0,0,0,0,0,1.017442,0,0.1453488,0.494186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.046512,0,0.2325581,0,0.3488372,0,0,0.494186,0.6395349,0,0,0,0.1162791,0.4069767,0.6104651,0.2616279,0.05813954,0,0,0,0.6395349,0.0872093,0.05813954,0,0,0,0.1162791,0,0,0.3488372,0.2906977,0.1453488,0.377907,0.2325581,0.3488372,0.0872093,0.05813954,0.1453488,0.05813954,0.377907,0.1162791,0.1453488,1,20,0,1,0,8,6,88,0.08333334,0,0.8333333,0,0.1666667,4.9,0,0.4166667,0,0,0.9166667,0.25,0.1666667,0.08333334,0,0.1666667,0,0,0,42,59,25,0.3333333,0.08333334,0,0.25,0.08333334,0,0,0,0.5,0.25,0.25,0.1666667,0,0,0.08333334,0,0,0.5833333,0,0,0,0,0,1.766667,0.9333333,1.666667,0.4166667,0.25,0.1666667,239,154,85,0.1666667,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0.995671,0,0.995671,90,0,0,0,0,0,0,0,15,0.09615385,0.8846154,0.1153846,0.7884616,0.05769231,0.05027933,0.05769231,0.03846154,0.01694915,0.03389831,0.2011173,0.698324,0.03351955,0.005586592,0.9720671,0,0,0.03351955,0.3292411,0.08474576,0.03389831,0.6610169,0.03389831,0.3220339,0.5,0.05580357,0.02232143,0.6696429,0.2120536,0.7979911,0.09259259,0.462963,53018,46182,0.1481481,0.1227679,0.01674107,0.01116071,0.1666667,0.1666667,0.1481481,0.6851852,0.1333333,0.4166667,49584,45900,3377,0.1833333,0.2678571,0.703125,0.02232143,0.8928571,0.01116071,8.1,0.03703704,3.4,0.02790179,0.09486607,13438,11098,1136,0.2222222,6.4,0.05022321,0.2176339,0.05022321,41759,30843,32315,2154,0.09486607,0.3459821,0.2455357,4.3,0.3013393,0.02790179,8.5,0.4408482,0.5691964,8.9,0,0,0.1618304,0.3180804,0.6417411,0.1450893,0.02232143,0,0,0.01116071,0.625,0.03348214,0.04464286,0.01116071,0.01674107,0.01674107,0.06696428,0.01674107,0.05580357,0.3069196,0.2901786,0.0390625,0.8147321,0.1060268,0.8147321,0.06138393,0.1729911,0.08370536,0.1506696,0.04464286,0.05022321,0.08370536,1,21,0,0,0,2,1,89,0.01515152,0,0.7727273,0.04545455,0.1212121,3.809091,0.04545455,0.2424242,0,0,0.969697,0.3787879,0.1969697,0.1212121,0.06060606,0.04545455,0,0,0,24,30,16,0.3181818,0.2575758,0.1060606,0.1060606,0.1666667,0.09090909,0.07575758,0.06060606,0.4090909,0.2121212,0.1969697,0.1969697,0,0,0.06060606,0.04545455,0.01515152,0.1515152,0.1212121,0.03030303,0.04545455,0,0,0.7939394,0.8106061,0.01666667,0.2575758,0.1515152,0.09090909,446,332,114,0.1363636,0
0,0,0,0.995671,0,0,0,0,0,0,0,0,0,0,0,0,4720,0,0,0,0,0,0,0,104,0.05714286,0.8857143,0.1142857,0.8285714,0,0.04316547,0.05714286,0,0.01449275,0.01449275,0.913669,0.007194245,0.01438849,0.01438849,0.9856115,0.01438849,0,0.03623188,0.1582734,0.1323529,0,0.75,0.02941176,0.2205882,0.3,0.5323741,0.4172662,0.01438849,0.2374101,0.7625899,0.05714286,0.5714286,68647,55447,0.2,0.2086331,0.05035971,0.01438849,0.05555556,0.08333334,0,0.5833333,0.2205882,0.3088235,47655,29029,5501,0.3088235,0.9568346,0,0.03597122,0.3956835,0.1654676,14.6,0.08333334,9.4,0.08633094,0.1151079,22601,17341,1939,0.3333333,9.1,0.07194245,0.1582734,0.09352518,0,36526,25213,5705,0.913669,0,0.1654676,8,0.1942446,0.01438849,6.9,0.3381295,0.3669065,8.8,0.04316547,0.07913669,0.2230216,0.4460432,0.5251799,0.1726619,0.01438849,0,0.02877698,0.05755396,0.4028777,0.02877698,0.07194245,0,0.01438849,0.01438849,0.01438849,0,0.02877698,0.1870504,0.1726619,0.2733813,0.07194245,0.6978417,0.07194245,0.2517986,0.1438849,0.09352518,0.07913669,0.2086331,0.1079137,0.2014388,1,20,0,0,0,2,2,86,0.03636364,0.03636364,0.5818182,0.03636364,0.09090909,2.863636,0.1090909,0.4363636,0,0,1,0.3454545,0.2,0.09090909,0.09090909,0.07272727,0.03636364,0,0,30,41,22,0.2909091,0.2,0.09090909,0.1090909,0.07272727,0.03636364,0.03636364,0.05454545,0.6545454,0.2545455,0.4,0.2181818,0.09090909,360,0.1636364,0.05454545,0.1090909,1.290909,0.4909091,0.8,0.05454545,0.09090909,0,1.818182,1.194546,0.6236364,0.2545455,0.1454545,0.1090909,519,289,230,0.1636364,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0.9956522,0,0,396,0,0,0,0,0,0,0,26,0.1351351,0.8648649,0.1351351,0.7567568,0,0.05128205,0.08108108,0.05405406,0.01282051,0.01282051,0.8076923,0.01282051,0.02564103,0.01282051,0.974359,0,0.006410256,0.02564103,0.2892031,0.1038961,0,0.5844156,0.02597403,0.4025974,0.4,0.3020566,0.1799486,0.01285347,0.3727506,0.6233933,0.1951219,0.6829268,88156,91646,0,0.3534704,0.07069409,0.08354755,0.1219512,0.1463415,0.1219512,0.7804878,0.2597403,0.4675325,65558,44753,4998,0.1168831,0.9318766,0,0.05784062,0.533419,0.06426735,4.5,0,1.5,0.1670951,0.05784062,26795,24986,1748,0.2195122,5.5,0.08997429,0.2377892,0.01928021,62175,53265,44729,4628,0.8097686,0,0.2763496,4.5,0.3020566,0.01285347,4.2,0.5912597,0.6426735,5.7,0.01928021,0.01928021,0.08997429,0.4177378,0.5462725,0.2892031,0.06426735,0.03856041,0.01285347,0.05784062,0.6812339,0.122108,0.05784062,0.01285347,0.09640103,0.07069409,0.1349614,0.03213368,0.1863753,0.3020566,0.2892031,0.1928021,0.2442159,0.4884319,0.2313625,0.1413882,0.05784062,0.02570694,0.1349614,0.4305913,0.03856041,0.07712083,0,19,0,0,1,4,1,81,0.08333334,0.04166667,0.7777778,0.04166667,0.1944444,4.523611,0.1388889,0.4444444,0,0,1,0.2638889,0.1527778,0.1111111,0.06944445,0.1111111,0.05555556,0.02777778,0.02777778,45,59,33,0.3611111,0.1666667,0.08333334,0.1944444,0.1111111,0.05555556,0.05555556,0.06944445,0.5972222,0.25,0.3333333,0.2083333,0.08333334,910,0.1666667,0.06944445,0.09722222,1.972222,1.055556,0.9166667,0.08333334,0.05555556,0,2.9,2.533333,0.5111111,0.3611111,0.1527778,0.2083333,1075,613,462,0.1805556,0
0,0,0,0,0,0,0.995671,0,0,0,0,0,0,0,0,0,146,0,0,0,0,0,0,0,6,0.2093023,0.744186,0.255814,0.6511628,0.04651163,0.03208556,0.1395349,0.09302326,0.01298701,0.02597403,0.9786096,0.005347594,0.005347594,0,0.9946524,0,0,0.06896552,0.1925134,0.1038961,0.07792208,0.4935065,0.1818182,0.3246753,0.4,0.4759358,0.2834225,0.03743315,0.2834225,0.657754,0.2444444,0.1777778,32269,27235,0.3555556,0.1122995,0.01069519,0,0.1777778,0.2444444,0.08888889,0.6222222,0.1688312,0.1168831,25476,16504,2471,0.5584416,0.9304813,0.01604278,0,0.8235294,0.02673797,30.3,0.2765957,27.6,0.02139037,0.1871658,10854,10020,835,1.382979,37,0.1069519,0.05882353,0.1122995,30161,18388,14717,1647,0.9251337,0,0.1229947,17.2,0.1764706,0.03743315,17.5,0.2299465,0.2994652,23.3,0.02139037,0.04278075,0.1283422,0.3368984,0.5508021,0.0802139,0,0.01069519,0,0,0.3529412,0,0.04812834,0.01069519,0.01069519,0,0.02673797,0,0.09625668,0.1764706,0.1604278,0.09090909,0.2139037,0.5828877,0.2139037,0.07486631,0.3208556,0.171123,0.1016043,0.03743315,0.03208556,0.04278075,1,19,0,0,0,3,2,79,0.0315735,0.01682195,0.7194617,0.05900621,0.07582816,3.023033,0.03597308,0.2996894,0.004140787,13,0.9619565,0.447205,0.2088509,0.08022774,0.05279503,0.02950311,0.00621118,0.00621118,0.002070393,22,27,14,0.2722567,0.3100414,0.1118012,0.06547619,0.244824,0.1477743,0.09704969,0.07375777,0.3542961,0.1899586,0.1645963,0.2067805,0.01475155,190,0.08229814,0.04839544,0.03364389,0.3271222,0.1982402,0.1286232,0.05072464,0.01889234,0.004140787,0.9733437,0.8206522,0.1537267,0.192029,0.122412,0.06961698,2449,1844,604,0.09497929,0
