objective,p01rcy,p02rcy,p03rcy,p04rcy,p06rcy,p07rcy,p08rcy,p09rcy,p11rcy,p12rcy,p13rcy,p14rcy,p15rcy,p16rcy,p17rcy,totalspend,p05spend,p05trans,p09tenure,p14tenure,p16spend,p16tenure,p16trans,totaltrans,acffempar       ,acfhuswife      ,acflonepar      ,acftotmar       ,acfwchcom       ,afem40to44      ,afp1child       ,afp2child       ,ahh2fam         ,ahh6ppers       ,amtenglish      ,amtfrench       ,amtmultlin      ,amtnengnon      ,amtsingres      ,amtspanish      ,amttagalog      ,anfamrel        ,bcwmpaid        ,bdw46to60       ,bdw86to91       ,bdwmaint        ,bdwmajor        ,bdwminor        ,bdwperroom      ,betbritish      ,betenglish      ,betfrench       ,betmulti        ,betsingle       ,bfi20to35       ,bfi50plus       ,bfiinca         ,bfiincm         ,bfiu20          ,bfps            ,bfpshealth      ,bfpshuman       ,bfsllabf        ,bfslonepar      ,bfslplabf       ,bfsmlabf        ,bhi20to35       ,bhi50plus       ,bhiinca         ,bhiincm         ,bhiincs         ,bhiu20          ,bhlenglish      ,bhlfrench       ,bhlnonoff       ,bimprovres      ,bimuk           ,bincgovp        ,bineflow        ,bineflowp       ,binf30plus      ,binf7to15       ,binfinca        ,binfincm        ,binfincs        ,binhhlow        ,binhhlowp       ,binm15to30      ,binm30plus      ,binm7to15       ,binmfemina      ,binminca        ,binmincm        ,binmincs        ,bknenglish      ,bknfren         ,blfmaempl       ,blfmaunemr      ,blfmtempl       ,blfmtunemp      ,blfmtunemr      ,blftaempl       ,blfttempl       ,blfttunemr      ,bmoy1intep      ,bmoy5intep      ,bmoy5intrn      ,bmoy5mov        ,bmoy5non        ,bmps            ,bmpscomm        ,bmpseng         ,bmpshealth      ,bmpssocial      ,bndtallind      ,bndtbusser      ,bndtgovser      ,bocffabric      ,bocfmanage      ,bocfteach       ,bocmmanage      ,bocmscieng      ,bpwmcsd         ,bpwmpop         ,bpwmusual       ,brlanglic       ,brlcathol       ,brlprotest      ,brlrcathol      ,brlunited       ,bsl9to13nc      ,bslg9           ,bslnunivc       ,bslunivdeg      ,bslunivnc       ,bslunivnd       ,gender1         ,first month     ,lowincome       ,highincome      ,gender2         ,productcount    ,productcount6   ,tenure          ,tf100           ,tf101           ,tf102           ,tf103           ,tf107           ,tf108           ,tf122           ,tf124           ,tf128           ,tf129           ,tf27            ,tf28            ,tf29            ,tf31            ,tf32            ,tf33            ,tf34            ,tf35            ,tf36            ,tf37            ,tf38            ,tf39            ,tf42            ,tf46            ,tf47            ,tf49            ,tf50            ,tf51            ,tf52            ,tf55            ,tf56            ,tf57            ,tf58            ,tf62            ,tf65            ,tf68            ,tf70            ,tf71            ,tf72            ,tf73            ,tf74            ,tf75            ,tf76            ,tf77            ,tf80            ,tf88            ,tf89            ,tf90            ,tf91            ,tf92            ,tf93            ,tf94            ,tf95            ,tf96            ,tf99            ,gender3         
1,0,0.991342,0.995671,0,0,0,0,0,0,0,0,0,0.982684,0,0.982684,700,0,0,0,0,0,0,0,60,0.03389831,0.9491525,0.06779661,0.8983051,0.01694915,0.06392694,0.01694915,0.03389831,0.03333334,0.05,0.9269406,0.00456621,0.01826484,0.01369863,0.9817352,0.00456621,0,0.02283105,0.2879342,0,0.7666667,0.95,0,0.05,0.4,0.4113345,0.2925046,0,0.3382084,0.6627057,0.05084746,0.8474576,90649,81563,0,0.11883,0,0,0.05084746,0.05084746,0.03389831,0.9491525,0,0.85,94503,87632,6207,0,1.000914,0,0,0.6992688,0.1096892,3.5,0,0,0.1234004,0.02285192,28448,25032,3795,0,0,0.03199269,0.2605119,0.01371115,57796,51021,45002,3743,0.9917733,0,0.2925046,0,0.3016453,0.009140768,2.9,0.5164534,0.5575868,6.2,0,0,0.274223,0.5575868,0.35649,0.1462523,0.03656307,0,0,0,0.5804387,0.07769652,0.03656307,0.009140768,0.05027422,0.01828154,0.08226691,0.03656307,0.03199269,0.3016453,0.2696527,0.1096892,0.35649,0.4067642,0.35649,0.1142596,0.1462523,0.01828154,0.1371115,0.07312614,0.04570384,0.08683729,1,49,0,0,0,5,3,210,0.08045977,0.05747126,0.862069,0.01149425,0.2413793,5.554023,0.09195402,0.3563218,0,0,0.9770115,0.2643678,0.1034483,0.1264368,0.1149425,0.1609195,0.04597701,0.03448276,0.01149425,40,52,25,0.3908046,0.2068966,0.05747126,0.3218391,0.08045977,0.02298851,0.04597701,0.06896552,0.4712644,0.2413793,0.2298851,0.2758621,0.01149425,1370,0.1149425,0.06896552,0.04597701,0.2988506,0.2298851,0.08045977,0.06896552,0.02298851,0,1.226437,1.085057,0.1609195,0.3908046,0.2298851,0.1609195,1490,1070,420,0.1954023,0
1,0,0,0.995671,0,0,0,0,0,0,0,0,0,0,0,0,1928,0,0,0,0,0,0,0,100,0.05633803,0.9295775,0.05633803,0.8873239,0.02816901,0.04761905,0.02816901,0.02816901,0,0.04109589,0.468254,0.3055556,0.04365079,0.01190476,0.9563492,0.007936508,0,0.02380952,0.2777778,0.04109589,0.3835616,0.8767123,0,0.1232877,0.4,0.1031746,0.08333334,0.2579365,0.297619,0.6587301,0.04347826,0.8260869,81136,76057,0.02898551,0.1785714,0.02380952,0.01587302,0.04347826,0.05797102,0.05797102,0.8985507,0.04109589,0.8219178,80860,75926,3454,0,0.6309524,0.2936508,0.01984127,0.6349207,0.01984127,3.6,0.05714286,5.3,0.1071429,0.04365079,26126,22403,2096,0.2142857,6,0.04365079,0.2420635,0.01190476,52714,49218,50457,2507,0.2380952,0.0515873,0.2619048,2.9,0.2857143,0.01587302,5.3,0.4722222,0.5238096,5.7,0.02777778,0.1269841,0.3452381,0.468254,0.3769841,0.2261905,0.06349207,0.04365079,0.007936508,0.01984127,0.547619,0.05555556,0.01587302,0.007936508,0.08333334,0.01587302,0.1190476,0.04761905,0.01190476,0.2896825,0.2777778,0.06349207,0.6388889,0.1825397,0.6349207,0.07539683,0.03968254,0.02777778,0.07539683,0.1865079,0.02777778,0.1269841,1,49,0,1,0,10,3,213,0.1116688,0.0489335,0.8519448,0.0250941,0.2095358,5.145546,0.08657465,0.3337516,0,0,0.9749059,0.2835634,0.1116688,0.0991217,0.08657465,0.1480552,0.0991217,0.03764115,0,38,52,22,0.357591,0.2095358,0.0991217,0.3212045,0.1116688,0.01254705,0.0991217,0.08657465,0.4930991,0.2710163,0.2346299,0.2835634,0.01254705,1620,0.1355081,0.0991217,0.03764115,0.2346299,0.2095358,0.0250941,0.08657465,0.0250941,0.01254705,0.8983689,0.6173149,0.2823087,0.4190715,0.2710163,0.1480552,1443,1027,416,0.2095358,0
0,0,0,0.995671,0,0,0,0,0,0,0,0,0,0.9047619,0,0,504,0,0,0,0,0,0,0,16,0.04761905,0.9365079,0.06349207,0.9365079,0,0.02926829,0.03174603,0.01587302,0,0.01298701,0.8097561,0.02439024,0.02926829,0.0195122,0.9707317,0,0,0.01960784,0.3121951,0.7105263,0,0.8157895,0.02631579,0.1710526,0.4,0.1414634,0.08780488,0,0.5365854,0.4634146,0.1875,0.453125,54377,49399,0,0.08780488,0.02926829,0,0.0625,0.0625,0.03125,0.703125,0.2207792,0.4025974,49800,43093,2846,0.09090909,0.9560975,0,0.02926829,0.7902439,0.0195122,11.1,0,1,0.08292683,0.06829268,15332,12838,1142,0.1269841,3.7,0.1756098,0.1951219,0.02439024,33453,28716,28892,1346,0.9756098,0,0.2829268,0,0.3170732,0.009756098,3,0.4390244,0.5219512,3.6,0,0.009756098,0.03902439,0.1902439,0.7756097,0.1560976,0.02439024,0.009756098,0,0.009756098,0.5414634,0.01463415,0.05365854,0,0.01463415,0.009756098,0.02926829,0.0195122,0.2926829,0.3170732,0.297561,0.08292683,0.3463415,0.4780488,0.2780488,0.2585366,0.2829268,0.06829268,0.1073171,0.04878049,0.04390244,0.08292683,0,48,0,0,0,2,2,209,0.05,0.0125,0.725,0.05,0.0625,3.0225,0.075,0.4375,0,0,0.9875,0.35,0.2125,0.15,0.05,0.0375,0,0,0,24,29,18,0.325,0.25,0.125,0.0625,0.15,0.0625,0.0875,0.0375,0.575,0.275,0.3,0.2625,0.0125,1360,0.05,0.0375,0.025,0.1375,0.0625,0.0625,0.0375,0.0125,0,0.30625,0.205,0.10625,0.3125,0.1875,0.125,902,552,350,0.1875,1
0,0,0,0.9955752,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,8,0.1388889,0.8611111,0.1666667,0.6666667,0.05555556,0.04575163,0.08333334,0.02777778,0,0,0.7712418,0.0130719,0.01960784,0.006535948,0.9869281,0,0.006535948,0.05921053,0.2552356,0.2142857,0,0.5428572,0.1,0.3714286,0.4,0.2683246,0.1963351,0,0.4253927,0.5693717,0.3589744,0.4102564,53015,42073,0.07692308,0.2683246,0.01963351,0.02617801,0.2051282,0.2307692,0.1538462,0.6153846,0.3285714,0.3285714,45978,32533,3624,0.2142857,0.8965968,0,0.09816754,0.3926702,0.09816754,10.2,0.1219512,11.6,0.09162304,0.09816754,22338,19457,1736,0.5853658,15.8,0.1112565,0.1439791,0.09816754,43350,31263,24142,2901,0.8376963,0,0.2421466,0,0.2945026,0,0,0.4777487,0.5955498,2.1,0.013089,0.08507854,0.1963351,0.4646597,0.4842932,0.2290576,0.03926701,0.05235602,0,0.06544503,0.6086388,0.09816754,0.01963351,0,0.03926701,0.03272251,0.04581152,0.04581152,0.1374346,0.2945026,0.2159686,0.04581152,0.2552356,0.2094241,0.2421466,0.02617801,0.1243455,0.02617801,0.1112565,0.3337696,0.104712,0.1505236,1,39,0,0,0,1,1,169,0.07575758,0.03030303,0.7727273,0.04545455,0.1212121,3.630303,0.1969697,0.2878788,0.03030303,27,1,0.4090909,0.2121212,0.09090909,0.06060606,0.04545455,0.03030303,0,0,24,27,22,0.3484848,0.2727273,0.1060606,0.07575758,0.1363636,0.07575758,0.06060606,0.04545455,0.469697,0.2121212,0.2575758,0.2121212,0.03030303,1030,0.07575758,0.04545455,0.03030303,0.3939394,0.1666667,0.2272727,0.04545455,0.03030303,0,1.983333,1.437879,0.5454546,0.2878788,0.1515152,0.1363636,670,401,269,0.1363636,0
1,0,0.987013,0.995671,0,0,0,0.995671,0,0.995671,0,0,0,0.991342,0,0,842,0,0,0,0,0,0,0,55,0.06896552,0.9310345,0.06896552,0.862069,0.03448276,0.01826484,0.05172414,0.01724138,0,0.02040816,0.8219178,0.02739726,0.02739726,0.01826484,0.9726027,0,0,0.02752294,0.2283105,0.04081633,0.255102,0.7040817,0.07142857,0.2244898,0.4,0.1415525,0.1004566,0.02283105,0.4292237,0.5753425,0.1607143,0.4821429,51370,48216,0.1071429,0.2191781,0.06849315,0,0.07142857,0.07142857,0.05357143,0.6607143,0.1632653,0.3061225,38329,33952,2401,0.3571429,0.9863014,0,0.01369863,0.7762557,0.00913242,16.4,0.06896552,7.4,0.05479452,0.1643836,15640,13866,865,0.4310345,11.6,0.109589,0.1461187,0.05022831,37146,26378,23069,1928,0.9178082,0,0.2054795,0,0.2511415,0.00913242,3.5,0.4018265,0.4885845,5.4,0,0.04109589,0.1643836,0.43379,0.5205479,0.1643836,0.01369863,0.00913242,0.01826484,0.00913242,0.5159817,0.04109589,0.02739726,0.00913242,0.02283105,0,0.0456621,0.00913242,0.1917808,0.2511415,0.2283105,0.07762557,0.2420091,0.6666667,0.2100457,0.173516,0.2146119,0.06392694,0.1598174,0.08675799,0.0456621,0.1598174,0,49,0,0,0,6,5,213,0.04938272,0.02469136,0.691358,0.04938272,0.08641975,2.918519,0.08641975,0.4074074,0,0,0.9876543,0.3703704,0.1975309,0.09876543,0.07407407,0.03703704,0.01234568,0,0,26,33,18,0.2839506,0.2222222,0.1111111,0.07407407,0.1234568,0.0617284,0.0617284,0.04938272,0.5679013,0.2345679,0.3209876,0.1851852,0.04938272,870,0.09876543,0.04938272,0.04938272,0.6666667,0.2962963,0.3703704,0.04938272,0.02469136,0,1.465432,1.253086,0.2123457,0.3209876,0.1851852,0.1358025,782,550,232,0.1728395,1
1,0,0,0.991228,0,0,0,0,0,0,0,0,0,0,0,0,456,0,0,0,0,0,0,0,36,0.08571429,0.8571429,0.1142857,0.7428572,0,0.03571429,0.05714286,0.02857143,0,0.01851852,0.8714285,0.04285714,0.01428571,0.007142857,0.9857143,0,0,0.02272727,0.2920228,0.3333333,0,0.5,0.1666667,0.3518519,0.4,0.2849003,0.1495727,0.02849003,0.491453,0.491453,0.3947369,0.4473684,48050,44927,0,0.1495727,0.04273504,0,0.2105263,0.2105263,0.2105263,0.6315789,0.2592593,0.537037,52231,51101,3052,0.05555556,0.9615384,0.01424501,0.01424501,0.462963,0.04273504,6.4,0.05263158,3.1,0.02849003,0.07122507,18103,19042,1330,0.2105263,6,0.1068376,0.2279202,0,37241,37292,37764,2496,0.9045584,0,0.2564103,0,0.2920228,0,0,0.477208,0.5555556,0,0.06410257,0.1068376,0.2065527,0.3988604,0.519943,0.1851852,0.02849003,0.01424501,0,0,0.5698006,0.02136752,0.04985755,0,0.01424501,0.01424501,0.01424501,0,0.2849003,0.2920228,0.2849003,0.2279202,0.2207977,0.5413105,0.2065527,0.2350427,0.1424501,0.01424501,0.1495727,0.07834758,0.07122507,0.1210826,0,47,0,0,1,5,3,204,0.05107084,0.01647446,0.8879737,0.03459638,0.09555189,3.866557,0.08566722,0.2388797,0.04118616,22,0.9901153,0.3476112,0.2306425,0.09884679,0.06095552,0.08237232,0.01317957,0.003294893,0.003294893,26,32,19,0.3871499,0.354201,0.1762768,0.1285008,0.2042834,0.09884679,0.1054366,0.04448105,0.398682,0.2042834,0.1911038,0.1976936,0.02635914,910,0.09884679,0.05766062,0.04118616,0.3673806,0.1400329,0.2273476,0.05107084,0.02800659,0.006589786,0.6112027,0.354201,0.2586491,0.306425,0.1729819,0.1334432,570,350,220,0.1861614,0
1,0,0,0.995671,0,0,0,0,0,0,0,0,0,0,0,0,4418,0,0,0,0,0,0,0,59,0.05882353,0.9117647,0.0882353,0.8382353,0.04411765,0.02521008,0.04411765,0.01470588,0.01351351,0.02702703,0.2689076,0.6722689,0.03781513,0,0.9621848,0,0,0.01265823,0.3195963,0.1486486,0.1486486,0.5810811,0.05405406,0.3513514,0.5,0.058873,0.04205215,0.6728343,0.2439024,0.7737595,0.1126761,0.5352113,54030,52526,0.1690141,0.09251472,0.01682086,0,0,0.07142857,0,0.8428571,0.109589,0.5616438,55081,54798,3397,0.1643836,0.4037006,0.5929353,0.008410429,0.8158116,0,8.1,0.1428571,14.2,0.03364171,0.07989907,14676,12321,1209,0.4,11.8,0.05046257,0.2144659,0.05046257,46184,35471,35929,2432,0.2102607,0.05046257,0.2565181,4.7,0.2985702,0.02523129,7.8,0.4037006,0.4793944,9.5,0,0.008410429,0.1093356,0.4037006,0.5466779,0.1093356,0.03364171,0,0.008410429,0,0.529857,0.01682086,0.06307822,0,0.008410429,0.008410429,0.03784693,0.008410429,0.06728343,0.2985702,0.2901598,0.01261564,0.9041211,0.1009251,0.9041211,0.03364171,0.2060555,0.1597981,0.1261564,0.03364171,0.02523129,0.0294365,0,49,0,1,0,8,3,210,0.03644647,0.02277904,0.7904328,0.0546697,0.2061503,4.399772,0.07403189,0.2574032,0.005694761,9,0.976082,0.381549,0.1890661,0.08769932,0.08314351,0.08769932,0.01936219,0.002277904,0,26,34,15,0.3120729,0.3006834,0.1002278,0.1651481,0.2175399,0.1104784,0.1093394,0.08314351,0.3382688,0.1788155,0.1583143,0.190205,0.007972665,4070,0.07744875,0.06378132,0.01480638,0.1298406,0.08428246,0.04555809,0.06719818,0.006833713,0.001138952,0.4134396,0.3496583,0.06605922,0.2175399,0.143508,0.07403189,685,521,164,0.11959,1
0,0,0,0.9956522,0,0,0,0,0,0,0,0,0,0.9826087,0,0,1282,0,0,0,0,0,0,0,29,0.1666667,0.8333333,0.1904762,0.7380952,0.04761905,0.0239521,0.0952381,0.04761905,0,0.01351351,0.8383234,0.01197605,0.02994012,0.0239521,0.9700599,0,0,0.02439024,0.2158273,0.1621622,0.1081081,0.5810811,0.1486486,0.2837838,0.4,0.2038369,0.1258993,0.04796163,0.4736211,0.5275779,0.1707317,0.2926829,40231,40654,0.2682927,0.05995204,0.01199041,0,0.15,0.175,0.175,0.675,0.2027027,0.1756757,31385,23961,2556,0.4459459,0.9652278,0.01798561,0.01199041,0.7074341,0.02398081,20.3,0.1904762,18.7,0.01199041,0.1558753,13441,10971,1013,0.9047619,23.1,0.06594724,0.1318945,0.1079137,31296,27469,24386,2797,0.9652278,0,0.1918465,11.1,0.2158273,0.02398081,9.8,0.3117506,0.3896883,13.3,0.02398081,0.01798561,0.3177458,0.5515587,0.3657074,0.1258993,0,0,0,0,0.4376499,0.01798561,0.02997602,0.01199041,0.01199041,0.01798561,0.01199041,0,0.06594724,0.2158273,0.1978417,0.1019185,0.2158273,0.5755396,0.2158273,0.07194245,0.2278177,0.1738609,0.1079137,0.02997602,0.01199041,0.02398081,1,49,0,1,0,5,3,211,0.022,0.008,0.75,0.062,0.106,3.234,0.06,0.216,0.002,4,0.958,0.46,0.214,0.076,0.034,0.024,0.006,0.004,0.002,21,24,15,0.258,0.25,0.116,0.086,0.144,0.086,0.042,0.046,0.478,0.282,0.194,0.176,0.038,487,0.086,0.056,0.03,0.254,0.11,0.13,0.054,0.01,0.004,0.568,0.374,0.236,0.226,0.148,0.092,357,252,106,0.12,0
1,0,0,0.991342,0.9307359,0,0,0,0,0,0.9350649,0.982684,0,0.995671,0,0.995671,1913,0,0,0,0,0,0,0,59,0.1,0.88,0.12,0.79,0.03,0.04,0.06,0.03,0.01,0.03,0.77,0.08,0.03,0.02,0.97,0,0,0.03,0.27,0.15,0.18,0.71,0.06,0.22,0.42,0.23,0.16,0.08,0.38,0.61,0.15,0.46,51909,47206,0.11,0.15,0.03,0.01,0.09,0.12,0.08,0.75,0.17,0.44,50940,45517,3663,0.17,0.85,0.07,0.06,0.61,0.04,9.82,0.1,9.7,0.07,0.09,17808,14910,1622,0.43,11.7,0.09,0.17,0.05,33646,32514,29134,2886,0.83,0.03,0.23,7.07,0.28,0.02,8.18,0.42,0.5,8.61,0.02,0.06,0.2,0.49,0.43,0.17,0.03,0.01,0.01,0.01,0.54,0.03,0.04,0,0.03,0.02,0.05,0.02,0.15,0.28,0.25,0.1,0.32,0.44,0.32,0.15,0.19,0.07,0.14,0.11,0.05,0.09,1,49,0,0,0,9,4,213,0.05,0.02,0.79,0.05,0.14,3.96,0.09,0.32,0,16,0.98,0.36,0.18,0.11,0.07,0.06,0.02,0.01,0,28,35,19,0.33,0.26,0.12,0.13,0.16,0.08,0.08,0.08,0.46,0.22,0.23,0.22,0.03,778,0.1,0.05,0.04,0.46,0.22,0.23,0.05,0.02,0,1.32,1.02,0.31,0.29,0.17,0.12,893,604,288,0.16,0
0,0,0,0.995671,0,0,0,0,0,0,0,0,0,0,0,0,540,0,0,0,0,0,0,0,34,0.02666667,0.96,0.04,0.9466667,0,0.05574913,0.01333333,0,0.02597403,0.09090909,0.6132404,0,0.05226481,0.04878049,0.9442509,0.006968641,0.003484321,0.03157895,0.2686671,0,1.013158,0.9473684,0,0.03947368,0.4,0.08374041,0.0628053,0.006978367,0.2791347,0.6803908,0.05479452,0.7534246,78218,77684,0.09589041,0.1744592,0.0418702,0.006978367,0.05479452,0.04109589,0.04109589,0.890411,0.1038961,0.7662337,79711,78069,3850,0.03896104,0.7013259,0,0.2128402,0.4221912,0.01744592,4.4,0.08450704,8.9,0.1116539,0.04535938,25957,25019,1964,0.4366197,11.6,0.03140265,0.209351,0.01744592,54143,45716,43186,2941,0.8722959,0,0.2233077,5.9,0.2547104,0.02442428,8.8,0.4396371,0.4919749,6,0.01046755,0.07676204,0.1430565,0.816469,0.04884857,0.1849267,0.03838102,0.04884857,0.006978367,0.01744592,0.5268667,0.05233775,0.0418702,0.01046755,0.02442428,0.01744592,0.08374041,0.0418702,0.2267969,0.2581996,0.2337753,0,0.209351,0.3384508,0.2058618,0.1884159,0.07676204,0.05582694,0.08722959,0.1919051,0.04535938,0.09769714,1,49,0,0,0,2,1,213,0.1049968,0.06767868,0.8336496,0.04301075,0.1790006,4.365592,0.1296648,0.4073371,0.006325111,38,0.9879823,0.3149905,0.1416825,0.09867173,0.09234662,0.1113219,0.05566097,0.03731815,0.01265022,36,49,23,0.3580013,0.2283365,0.1049968,0.2530044,0.09867173,0.03099304,0.06767868,0.06767868,0.6173308,0.3086654,0.3086654,0.2839975,0.04301075,480,0.1973435,0.1170145,0.0803289,0.7039848,0.3706515,0.3333333,0.1049968,0.07400379,0.006325111,1.869703,1.340923,0.5287793,0.456673,0.2656547,0.1973435,3209,2126,1083,0.2346616,0
1,0,0,0.995671,0,0,0,0,0,0,0.991342,0,0,0.969697,0,0,5447,0,0,0,0,0,0,0,91,0.08695652,0.8695652,0.115942,0.7826087,0.02898551,0.05976096,0.04347826,0.02898551,0,0.03896104,0.8685259,0.01195219,0.01593626,0.01593626,0.9840637,0.003984064,0.007968128,0.02,0.2793296,0,0.06578948,0.6052632,0.02631579,0.368421,0.4,0.1715882,0.1117318,0.01995211,0.4828412,0.5147645,0.02898551,0.6521739,66016,66801,0.1449275,0.1596169,0.02394254,0,0.1285714,0.1571429,0.1285714,0.8142857,0.02631579,0.6447368,66657,66970,3686,0.1447368,0.9377494,0,0.06384677,0.4748603,0.03591381,4.4,0.1304348,13.2,0.08379889,0.07182761,21592,17492,1669,0.4347826,12.1,0.05586592,0.2114924,0.02394254,49231,40906,37774,2924,0.9616919,0,0.2593775,0,0.2952913,0.007980846,2.6,0.4668795,0.5227454,7.1,0.007980846,0.05985634,0.1157223,0.518755,0.3711093,0.1835595,0.05586592,0.02793296,0,0,0.5546688,0.07980846,0.03192338,0,0.0518755,0.01197127,0.05586592,0.05985634,0.2354349,0.2952913,0.2633679,0.131684,0.1875499,0.5387071,0.1875499,0.179569,0.1356744,0.01995211,0.131684,0.1556265,0.04788508,0.07980846,0,49,0,0,0,10,5,213,0.08602151,0.04301075,0.8924731,0.03225806,0.2365591,5.464516,0.1182796,0.3548387,0,0,0.9892473,0.2903226,0.1505376,0.1182796,0.1075269,0.08602151,0.03225806,0.01075269,0,31,39,22,0.3870968,0.2258064,0.1182796,0.2043011,0.1505376,0.07526882,0.07526882,0.09677419,0.4193548,0.2043011,0.2150538,0.3010753,0,1200,0.1290323,0.07526882,0.05376344,0.1397849,0.08602151,0.05376344,0.09677419,0.02150538,0,1.235484,0.9129032,0.3225806,0.3978495,0.2258064,0.172043,1347,942,406,0.2043011,1
1,0,0,0.9473684,0,0,0.9956141,0,0,0,0,0,0,0.9736842,0,0,1117,0,0,0,0,0,0,0,14,0.07462686,0.9104478,0.08955224,0.880597,0.01492537,0.06589147,0.05970149,0.02985075,0,0.03846154,0.8333333,0.02325581,0.01937984,0.007751938,0.9844961,0,0.003875969,0.015625,0.2904725,0,0.06410257,0.7564102,0,0.2307692,0.4,0.1665376,0.116189,0.03872967,0.5151046,0.4608831,0.09375,0.78125,89289,74154,0.046875,0.1742835,0.0348567,0.0116189,0.078125,0.078125,0.078125,0.90625,0.1025641,0.6794872,81582,68276,6310,0.05128205,0.9140201,0.01936483,0.007745933,0.4376452,0.04260263,2.1,0.07692308,7.8,0.07358637,0.06196747,18772,15639,1614,0.3384615,8.8,0.03098373,0.2207591,0.03872967,73464,60972,43078,6195,0.813323,0.007745933,0.2556158,4.3,0.2865995,0.01936483,6.3,0.4298993,0.4879938,7.4,0.01936483,0.1394268,0.2091402,0.5344694,0.3640589,0.1936483,0.04260263,0.05422153,0.0116189,0.007745933,0.5189775,0.02711077,0.01549187,0,0.03872967,0.0348567,0.1006971,0.04260263,0.2556158,0.2865995,0.2711077,0.0464756,0.2982184,0.4260263,0.2982184,0.1432998,0.1471727,0.007745933,0.1394268,0.1936483,0.06584043,0.0929512,1,49,0,0,0,5,3,213,0.06,0.08,0.84,0.02,0.24,5.022,0.12,0.38,0,0,0.98,0.3,0.14,0.12,0.06,0.08,0.06,0.04,0,40,56,24,0.4,0.22,0.12,0.22,0.12,0.06,0.06,0.1,0.54,0.26,0.28,0.32,0.02,510,0.18,0.1,0.08,0.58,0.32,0.24,0.08,0.08,0,1.192,1.028,0.294,0.42,0.24,0.2,1040,806,234,0.2,0
1,0,0,0.995671,0.9393939,0,0,0.9134199,0,0,0,0,0,0.995671,0,0.995671,1631,0,0,0,0,0,0,0,214,0.08695652,0.8985507,0.115942,0.8115942,0.02898551,0.0244898,0.04347826,0.04347826,0.01265823,0.02531646,0.8897959,0.0122449,0.02040816,0.0122449,0.9795918,0,0.004081632,0.0204918,0.2895595,0,0.3333333,0.8846154,0.02564103,0.1025641,0.4,0.2569331,0.2079935,0.02039152,0.497553,0.5016313,0.1304348,0.6086956,57157,56964,0.02898551,0.1631321,0.03670473,0,0.1323529,0.1323529,0.1323529,0.8676471,0.1153846,0.5897436,55364,52255,2182,0.03846154,0.9991843,0,0,0.4771615,0.02854812,3.9,0.07246377,6.4,0.06933116,0.04078303,22241,21087,1535,0.2753623,7.8,0.06933116,0.2120718,0.01223491,40884,38059,37836,1747,0.9339315,0,0.2650897,5.8,0.2895595,0.01631321,5.4,0.4934747,0.5301794,8.5,0.04893964,0.1264274,0.2039152,0.5954323,0.2610114,0.1712887,0.03262643,0.02039152,0,0.01223491,0.5709625,0.06117455,0.03262643,0.008156607,0.04486134,0.01631321,0.04893964,0.04078303,0.2528548,0.2936378,0.2732463,0.1264274,0.2610114,0.5179445,0.2569331,0.1060359,0.1305057,0.008156607,0.1549755,0.1060359,0.04893964,0.1019576,0,49,0,1,0,7,6,212,0.04761905,0.02380952,0.9183673,0.02267574,0.244898,5.479592,0.100907,0.314059,0.02154195,56,0.9773242,0.2664399,0.185941,0.154195,0.09977324,0.05782313,0.01247166,0.001133787,0.001133787,28,35,20,0.409297,0.2426304,0.1428571,0.1496599,0.185941,0.0861678,0.09863946,0.09863946,0.3412699,0.1712018,0.170068,0.2562358,0.001133787,1768,0.1043084,0.05782313,0.04648526,0.1247166,0.05215419,0.07256236,0.07936508,0.01247166,0.001133787,0.8049887,0.5680272,0.2380952,0.3809524,0.2131519,0.1678005,851,554,297,0.1995465,1
1,0,0,0.9913043,0,0,0,0.9956522,0,0,0,0,0,0.9130435,0,0,376,0,0,0,0,0,0,0,36,0.1,0.88,0.12,0.79,0.03,0.04,0.06,0.03,0.01,0.03,0.77,0.08,0.03,0.02,0.97,0,0,0.03,0.27,0.15,0.18,0.71,0.06,0.22,0.42,0.23,0.16,0.08,0.38,0.61,0.15,0.46,51909,47206,0.11,0.15,0.03,0.01,0.09,0.12,0.08,0.75,0.17,0.44,50940,45517,3663,0.17,0.85,0.07,0.06,0.61,0.04,9.82,0.1,9.7,0.07,0.09,17808,14910,1622,0.43,11.7,0.09,0.17,0.05,33646,32514,29134,2886,0.83,0.03,0.23,7.07,0.28,0.02,8.18,0.42,0.5,8.61,0.02,0.06,0.2,0.49,0.43,0.17,0.03,0.01,0.01,0.01,0.54,0.03,0.04,0,0.03,0.02,0.05,0.02,0.15,0.28,0.25,0.1,0.32,0.44,0.32,0.15,0.19,0.07,0.14,0.11,0.05,0.09,1,49,0,1,0,4,3,210,0.05,0.02,0.79,0.05,0.14,3.96,0.09,0.32,0,16,0.98,0.36,0.18,0.11,0.07,0.06,0.02,0.01,0,28,35,19,0.33,0.26,0.12,0.13,0.16,0.08,0.08,0.08,0.46,0.22,0.23,0.22,0.03,778,0.1,0.05,0.04,0.46,0.22,0.23,0.05,0.02,0,1.32,1.02,0.31,0.29,0.17,0.12,893,604,288,0.16,0
